Gene	NAME	ERR688513.kegg.e-15.m8-hit-keg-cat	ERR688523.kegg.e-15.m8-hit-keg-cat	ERR688534.kegg.e-15.m8-hit-keg-cat	ERR688548.kegg.e-15.m8-hit-keg-cat	ERR688557.kegg.e-15.m8-hit-keg-cat	ERR688560.kegg.e-15.m8-hit-keg-cat	ERR688561.kegg.e-15.m8-hit-keg-cat	ERR688574.kegg.e-15.m8-hit-keg-cat	ERR688580.kegg.e-15.m8-hit-keg-cat	ERR688581.kegg.e-15.m8-hit-keg-cat	ERR688589.kegg.e-15.m8-hit-keg-cat	ERR688613.kegg.e-15.m8-hit-keg-cat	ERR688615.kegg.e-15.m8-hit-keg-cat	ERR688623.kegg.e-15.m8-hit-keg-cat	ERR688627.kegg.e-15.m8-hit-keg-cat	ERR688632.kegg.e-15.m8-hit-keg-cat	ERR688635.kegg.e-15.m8-hit-keg-cat	ERR688638.kegg.e-15.m8-hit-keg-cat	ERR688642.kegg.e-15.m8-hit-keg-cat	ERR688650.kegg.e-15.m8-hit-keg-cat	ERR710424.kegg.e-15.m8-hit-keg-cat	ERR710426.kegg.e-15.m8-hit-keg-cat	ERR710427.kegg.e-15.m8-hit-keg-cat	ERR710428.kegg.e-15.m8-hit-keg-cat	ERR710429.kegg.e-15.m8-hit-keg-cat	ERR710430.kegg.e-15.m8-hit-keg-cat	ERR710431.kegg.e-15.m8-hit-keg-cat	ERR710432.kegg.e-15.m8-hit-keg-cat	mock_even_lc-hit-keg-cat
K00086	K00086: 1-3-propanediol dehydrogenase	0.00012556	0	0.000101727	0.000134977	0.000139991	0.00014587	2.45E-05	9.44E-05	0.000103136	9.74E-05	6.99E-05	6.99E-05	0.000121156	9.55E-05	8.36E-05	9.06E-05	0	2.08E-05	6.44E-05	0.000108106	2.63E-05	0.000118991	8.64E-05	6.05E-05	5.42E-05	7.24E-05	0.000108058	5.74E-05	8.12E-06
K00087	K00087: xanthine dehydrogenase	0.000115523	0	0.000105282	8.95E-05	8.56E-05	0.000141742	0.000115497	0.000199479	0.000192762	0.000193603	0.000147617	0.000210747	0.000192113	0.000189808	0.000208931	0.000180439	0	5.07E-05	9.84E-05	0.000240033	0.000145608	0.000220396	0.00013293	0.000165709	0.00015308	0.000134563	0.00014435	0.000145002	0
K00088	K00088: IMP dehydrogenase	0.000597299	0	0.000557973	0.000522758	0.000644267	0.000597842	0.00043376	0.000688433	0.000727862	0.000677913	0.000665057	0.000675035	0.000678883	0.000680691	0.000639208	0.000642236	0	0.00072842	0.00066399	0.000614507	0.000716814	0.000600357	0.000557623	0.000587184	0.000610969	0.000639317	0.00077691	0.000702825	0.000744488
K00090	K00090: gluconate 2-dehydrogenase	2.67E-05	0	5.95E-05	2.27E-05	2.74E-05	2.88E-05	2.81E-05	1.11E-05	1.62E-05	1.18E-05	5.37E-06	3.77E-05	2.39E-05	3.79E-05	1.02E-05	2.24E-05	0	4.98E-05	2.31E-05	3.17E-05	0	8.19E-06	1.15E-05	2.59E-05	1.43E-05	0	1.84E-05	2.26E-05	3.35E-05
K00091	K00091: dihydroflavonol-4-reductase	1.29E-05	0	4.86E-05	2.19E-05	2.68E-05	1.38E-05	8.03E-05	8.73E-05	6.25E-05	5.89E-05	0.000131345	5.15E-05	3.75E-05	8.42E-05	0.000102725	8.87E-05	0	0	7.55E-05	4.67E-05	6.32E-05	7.25E-05	6.10E-05	6.32E-05	4.18E-05	1.32E-05	5.30E-05	0.000142268	0
K00094	K00094: galactitol-1-phosphate 5-dehydrogenase	6.28E-05	0	9.39E-05	0.00010633	0.000103707	0.000107245	0.000106454	5.81E-05	6.07E-05	5.07E-05	3.00E-05	9.18E-05	7.27E-05	8.12E-05	2.07E-05	2.13E-05	0	6.97E-05	4.33E-05	6.73E-05	3.04E-05	8.56E-05	3.76E-05	4.88E-05	4.74E-05	7.96E-05	0	3.18E-05	1.93E-05
K00096	K00096: glycerol-1-phosphate dehydrogenase [NAD(P)]	7.66E-05	0	8.28E-05	8.16E-05	7.76E-05	8.79E-05	4.65E-05	0.000169494	0.000143562	0.00014455	0.000170551	0.000134897	0.000134631	0.000156564	0.000139869	0.000164798	0	1.78E-05	0.00010934	0.000134923	0.00017272	9.89E-05	9.17E-05	9.64E-05	9.83E-05	0.000108917	0.000215338	0.000130723	2.48E-06
K00097	K00097: 4-hydroxythreonine-4-phosphate dehydrogenase	0.000161815	0	0.000304442	0.000142	9.39E-05	6.96E-05	0.000137482	0.000166312	0.000166994	0.000272307	0.000153692	0.000108069	8.68E-05	0.000200561	0.000193802	0.000226769	0	0.000302219	0.000221366	0.00026257	0.000392899	0.000295795	0.000172287	0.000187209	0.000159367	0.000148948	0.000202326	0.00022749	0.000814714
K00098	K00098: L-idonate 5-dehydrogenase	0	0	9.38E-06	0	2.52E-05	1.36E-05	2.68E-05	5.29E-06	0	1.14E-05	0	0	0	0	1.58E-05	0	0	2.36E-05	0	1.51E-05	0	7.88E-06	5.44E-06	0	0	0	0	0	0.000215118
K00099	K00099: 1-deoxy-D-xylulose-5-phosphate reductoisomerase	0.000583601	0	0.000500627	0.000558168	0.000435767	0.000535893	0.000303596	0.000649856	0.000674937	0.000576545	0.000645302	0.000610639	0.000450583	0.000631001	0.00060513	0.00061424	0	0.000311367	0.000538107	0.000563853	0.000707467	0.000617282	0.000606282	0.000589914	0.000578702	0.000564185	0.000519843	0.000618249	0.000349933
K00100	K00100	0.0021171	0	0.0020048	0.0021716	0.00197393	0.00181216	0.00195155	0.00199705	0.00217739	0.00185789	0.00187939	0.00196656	0.00217941	0.00235713	0.00171104	0.00203267	0	0.00191018	0.00235946	0.00194387	0.00173019	0.00243731	0.00179837	0.00207075	0.00179887	0.00194115	0.00159432	0.0019686	0.000132309
K00101	K00101: L-lactate dehydrogenase (cytochrome)	3.32E-05	0	4.15E-05	1.88E-05	2.24E-05	2.39E-05	2.30E-05	2.33E-05	3.26E-05	1.46E-05	2.06E-05	2.30E-05	1.09E-05	5.63E-06	1.39E-05	9.53E-06	0	4.03E-05	6.26E-06	6.47E-06	0	1.37E-05	4.82E-06	5.43E-06	1.19E-05	1.15E-05	0	2.85E-05	0.000117424
K00102	K00102: D-lactate dehydrogenase (cytochrome)	3.95E-05	0	3.89E-05	1.37E-05	0	6.67E-05	9.73E-06	4.18E-05	4.90E-05	3.48E-05	5.31E-05	5.08E-05	4.33E-05	2.40E-05	4.48E-05	3.09E-05	0	2.58E-05	2.59E-05	1.31E-05	3.38E-05	2.07E-05	3.97E-05	1.97E-05	3.15E-05	4.98E-06	2.38E-05	1.48E-05	0.000215642
K00104	K00104: glycolate oxidase	0.000251451	0	0.000230444	0.000151248	0.000211005	0.000213022	0.000150478	0.000202934	0.000174112	0.000226984	0.000138895	0.00017013	7.37E-05	0.000156575	0.000235098	0.000265533	0	0.000187793	0.000164803	0.000223012	0.000359623	0.000224987	0.000182317	0.000228043	0.000134119	0.000134018	4.88E-05	0.0001493	0.000478666
K00105	K00105: alpha-glycerophosphate oxidase	0	0	5.34E-06	6.09E-06	2.21E-05	0	4.54E-05	2.99E-06	0	9.64E-06	0	0	4.15E-05	3.57E-06	0	9.11E-06	0	3.98E-05	8.25E-06	0	0	0	0	1.04E-05	0	7.57E-06	0	0	0
K00106	K00106: xanthine oxidase	3.34E-06	0	0	0	0	0	0	5.44E-06	1.95E-06	1.45E-06	0	0	0	0	1.36E-06	1.41E-06	0	0	0	1.92E-06	0	0	0	1.57E-06	1.80E-06	0	4.56E-06	0	0
K00108	K00108: choline dehydrogenase	3.07E-05	0	2.27E-05	1.29E-05	2.32E-05	8.08E-06	1.60E-05	0	4.57E-06	3.39E-06	0	4.26E-06	0	0	0	0	0	2.80E-05	4.35E-06	9.13E-06	0	4.89E-06	0	0	4.08E-06	8.13E-06	0	0	7.60E-05
K00109	K00109: 2-hydroxyglutarate dehydrogenase	0	0	1.39E-05	7.91E-06	0	1.05E-05	0	8.09E-06	1.73E-05	1.70E-05	4.44E-06	1.60E-05	0	4.92E-06	1.55E-05	1.21E-05	0	0	1.69E-05	1.11E-05	2.25E-05	0	1.22E-05	1.37E-05	2.05E-05	3.01E-05	3.87E-05	1.60E-05	0
K00111	K00111: glycerol-3-phosphate dehydrogenase	0.000392475	0	0.000413113	0.000338266	0.000350942	0.000366853	0.000219479	0.000386383	0.000444248	0.000364096	0.000402799	0.000375413	0.000351931	0.000379864	0.000322205	0.000401429	0	0.000168108	0.000339623	0.00039701	0.000309938	0.000340622	0.000263039	0.000357333	0.00031536	0.000387168	0.000449956	0.000290221	0.000260311
K00112	K00112: glycerol-3-phosphate dehydrogenase subunit B	1.04E-05	0	3.85E-05	8.84E-06	2.14E-05	2.20E-05	2.20E-05	1.32E-05	1.89E-05	2.78E-05	9.89E-06	1.73E-05	2.94E-05	1.54E-05	2.55E-05	4.33E-05	0	3.86E-05	1.20E-05	1.24E-05	7.54E-05	1.94E-05	3.54E-05	3.52E-05	3.36E-05	1.10E-05	1.42E-05	1.76E-05	2.66E-06
K00113	K00113: glycerol-3-phosphate dehydrogenase subunit C	4.29E-05	0	3.26E-05	2.74E-05	2.25E-05	4.50E-05	2.30E-05	9.19E-06	5.86E-05	5.66E-05	1.04E-05	1.81E-05	3.04E-05	2.69E-05	3.59E-05	3.21E-05	0	6.09E-05	2.48E-05	2.57E-05	0.000105357	1.34E-05	3.72E-05	5.82E-05	4.12E-05	1.15E-05	2.98E-05	9.23E-06	0.000175791
K00116	K00116: malate dehydrogenase (acceptor)	3.44E-05	0	3.38E-05	1.57E-05	4.41E-05	3.82E-05	3.91E-05	0	4.66E-06	1.23E-05	0	3.41E-05	7.71E-06	0	0	7.96E-06	0	6.38E-05	1.07E-05	2.07E-05	0	0	7.47E-06	4.08E-06	8.51E-06	8.15E-06	0	0	0.000650029
K00117	K00117: quinoprotein glucose dehydrogenase	4.67E-05	0	2.80E-05	1.39E-05	3.94E-05	1.76E-05	3.47E-05	0	9.93E-06	7.37E-06	0	1.82E-05	4.91E-06	0	0	2.31E-06	0	6.09E-05	9.46E-06	9.82E-06	2.19E-05	0	0	0	1.47E-05	1.72E-05	0	1.35E-05	0
K00118	K00118: glucose-fructose oxidoreductase	0	0	3.70E-05	7.35E-05	3.69E-05	3.82E-05	5.06E-05	4.62E-05	7.63E-05	4.25E-05	0.000171209	5.53E-05	7.04E-05	8.50E-05	7.80E-05	2.07E-05	0	2.21E-05	5.01E-05	4.33E-05	6.32E-05	5.32E-05	1.12E-05	4.17E-05	6.57E-05	7.98E-05	0	1.01E-05	0
K00119	K00119	9.82E-06	0	2.51E-05	0	0	2.55E-05	0	0	0	5.35E-06	0	0	0	5.94E-06	0	0	0	4.42E-05	0	0	0	0	0	0	0	0	0	0	4.69E-05
K00120	K00120	2.56E-05	0	3.27E-05	2.94E-05	4.84E-05	3.70E-05	0	9.32E-06	1.63E-05	1.55E-05	1.80E-05	1.07E-05	3.08E-05	2.98E-05	6.75E-06	3.21E-05	0	2.89E-05	2.72E-05	3.27E-05	0	1.96E-05	1.55E-05	4.73E-05	1.12E-05	2.65E-05	1.53E-05	2.64E-05	0
K00121	K00121: S-(hydroxymethyl)glutathione dehydrogenase	5.81E-05	0	7.83E-05	1.98E-05	3.61E-05	4.96E-05	9.88E-05	1.01E-05	7.10E-06	3.63E-05	1.10E-05	5.28E-05	3.34E-05	2.88E-05	0	9.81E-06	0	8.68E-05	2.01E-05	7.00E-06	0	1.43E-05	4.92E-06	5.62E-06	3.73E-05	7.36E-05	0	0	0.000381456
K00122	K00122: formate dehydrogenase	3.20E-05	0	4.64E-06	1.58E-05	1.30E-05	5.18E-05	0	2.61E-05	4.28E-05	4.88E-05	3.49E-05	3.48E-05	6.22E-06	3.78E-05	2.51E-05	3.04E-05	0	4.18E-05	2.92E-05	1.68E-05	4.75E-05	1.49E-05	2.00E-05	3.36E-05	1.28E-05	4.72E-05	2.20E-05	4.55E-05	7.68E-06
K00123	K00123: formate dehydrogenase- alpha subunit	0.000320798	0	0.000349698	0.000282009	0.000452004	0.000367353	0.000357078	0.00022162	0.000260283	0.000203695	0.000177343	0.000302861	0.000218766	0.000222569	0.000127632	0.000126587	0	0.000489423	0.000338845	0.000209877	0.000144454	0.000262497	0.000107154	0.000182336	0.000214068	0.000236913	8.60E-05	0.000168314	0.0004393
K00124	K00124: formate dehydrogenase- beta subunit	0.000122624	0	0.000171735	0.000118772	0.000204407	8.20E-05	0.00024404	6.60E-05	0.000130886	9.37E-05	0.000102347	0.000102432	8.29E-05	0.000114613	7.59E-05	5.82E-05	0	0.000180379	0.000145602	0.000124687	0	7.14E-05	1.41E-05	7.65E-05	4.03E-05	0.000118348	0	3.35E-05	1.07E-05
K00125	K00125: formate dehydrogenase- beta subunit	0	0	1.66E-05	0	0	0	0	0	6.56E-06	9.96E-06	5.17E-06	0	0	5.41E-06	4.48E-06	9.42E-06	0	2.02E-05	1.28E-05	0	0	0	0	0	1.20E-05	0	0	9.19E-06	0
K00127	K00127: formate dehydrogenase- gamma subunit	6.83E-05	0	0.000125011	0.000103129	0.000108566	5.87E-05	0.000112061	2.80E-05	2.28E-05	3.41E-05	3.09E-05	5.02E-05	8.07E-05	2.47E-05	2.80E-05	3.38E-05	0	7.54E-05	6.68E-05	4.68E-05	0	6.25E-05	8.05E-06	2.12E-05	3.98E-05	2.18E-05	0	4.04E-05	0.000176105
K00128	K00128: aldehyde dehydrogenase (NAD+)	0.000245393	0	0.00025762	0.000272947	0.000356691	0.000276383	0.000333956	0.000291121	0.000389342	0.000228595	0.000373724	0.000287395	0.000304415	0.000352169	0.000279752	0.000237508	0	0.000110917	0.000312603	0.000298413	0.000135287	0.000317167	0.000217326	0.000319228	0.00025934	0.000313319	0.000276937	0.000243586	0.000684607
K00129	K00129: aldehyde dehydrogenase (NAD(P)+)	0	0	5.62E-06	7.94E-06	0	0	0	7.78E-06	5.67E-06	3.94E-06	4.33E-06	9.51E-06	0	4.78E-06	7.51E-06	1.13E-05	0	0	1.07E-05	0	0	0	3.88E-06	0	0	0	0	8.12E-06	0
K00130	K00130: betaine-aldehyde dehydrogenase	0.000150542	0	7.33E-05	2.26E-05	4.65E-05	3.81E-05	5.57E-05	4.08E-05	5.36E-05	8.02E-05	2.53E-05	3.99E-05	8.57E-06	6.22E-05	2.57E-05	3.01E-05	0	8.27E-05	5.61E-05	5.28E-05	0	3.84E-05	3.39E-05	3.44E-05	3.82E-05	1.88E-05	3.68E-05	6.81E-05	0.000209042
K00131	K00131: glyceraldehyde-3-phosphate dehydrogenase (NADP)	1.82E-05	0	2.06E-05	2.34E-05	2.81E-05	3.93E-05	0.000135061	1.52E-05	5.46E-06	1.60E-05	8.84E-06	1.54E-05	2.65E-05	2.72E-05	0	1.17E-05	0	1.70E-05	0	0	0	2.84E-05	1.17E-05	1.77E-05	1.47E-05	3.86E-05	2.54E-05	0	0.000171245
K00132	K00132: acetaldehyde dehydrogenase (acetylating)	8.19E-06	0	1.24E-05	3.58E-05	2.64E-05	5.34E-05	0	4.61E-05	1.52E-05	3.41E-05	4.86E-05	3.79E-05	3.22E-05	4.21E-05	1.71E-05	2.89E-05	0	4.65E-05	4.92E-05	5.16E-05	0	4.19E-05	2.59E-05	2.44E-05	4.63E-06	8.94E-06	1.12E-05	6.94E-06	1.75E-05
K00133	K00133: aspartate-semialdehyde dehydrogenase	0.000645054	0	0.000662759	0.00068818	0.000625188	0.000708658	0.000590326	0.000734287	0.000759105	0.000657956	0.000765667	0.000677973	0.000739981	0.000753032	0.000724251	0.000754336	0	0.000662273	0.000665053	0.000657119	0.000879103	0.000619559	0.000723334	0.000699692	0.000693326	0.000591603	0.000653412	0.000770927	0.000787846
K00134	K00134: glyceraldehyde 3-phosphate dehydrogenase	0.000595811	0	0.000672566	0.000668209	0.000725578	0.000718026	0.000546448	0.000821251	0.000805224	0.000712909	0.00081397	0.000640395	0.000688041	0.000658294	0.000860559	0.000718168	0	0.000864531	0.000683661	0.000709534	0.000838727	0.000604193	0.000837679	0.00066059	0.000660482	0.000612947	0.000535253	0.000798289	0.00178744
K00135	K00135: succinate-semialdehyde dehydrogenase (NADP+)	1.78E-05	0	6.94E-05	8.00E-06	5.47E-05	4.82E-05	0	2.29E-05	2.20E-05	2.04E-05	2.65E-05	6.69E-05	2.62E-05	5.87E-05	3.40E-05	4.32E-05	0	8.62E-05	3.69E-05	5.30E-06	2.18E-05	3.86E-05	1.90E-05	3.10E-05	4.85E-05	9.28E-06	0	3.84E-05	0.000224976
K00137	K00137: aminobutyraldehyde dehydrogenase	1.79E-05	0	2.02E-05	7.62E-06	1.86E-05	9.59E-06	1.89E-05	3.84E-06	5.42E-06	4.03E-06	0	2.54E-05	0	0	0	0	0	3.34E-05	5.17E-06	5.48E-06	0	0	0	0	9.73E-06	9.47E-06	0	0	6.63E-06
K00138	K00138: lactaldehyde dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37E-06
K00140	K00140: methylmalonate-semialdehyde dehydrogenase	2.53E-05	0	7.19E-05	2.96E-05	4.46E-05	4.62E-05	3.67E-05	4.78E-05	2.11E-05	3.14E-05	5.81E-05	3.44E-05	5.90E-05	6.10E-05	3.24E-05	1.87E-05	0	4.77E-05	3.51E-05	2.58E-05	4.21E-05	1.64E-05	2.21E-05	2.13E-05	3.03E-05	1.83E-05	1.18E-05	1.49E-05	0.000353034
K00141	K00141: benzaldehyde dehydrogenase (NAD)	0	0	1.31E-05	0	9.29E-06	0	0	3.77E-06	0	4.03E-06	4.27E-06	1.52E-05	0	0	0	0	0	3.35E-05	0	0	0	0	0	0	4.84E-06	0	0	0	5.76E-06
K00143	K00143: aminoadipate-semialdehyde dehydrogenase large subunit	0	0	0	0	0	0	0	2.55E-06	1.90E-06	1.39E-06	0	1.76E-06	1.08E-05	1.85E-06	1.28E-06	2.68E-06	0	0	0	1.85E-06	0	0	0	0	0	0	0	0	0
K00145	K00145: N-acetyl-gamma-glutamyl-phosphate reductase	0.000520517	0	0.000546109	0.000600098	0.000529385	0.000572255	0.000425428	0.000577994	0.000662102	0.000517495	0.000592066	0.000578136	0.000480568	0.000590249	0.000560067	0.000640557	0	0.000437022	0.00055915	0.000645964	0.000657547	0.000555032	0.000549377	0.000591438	0.000621175	0.000541326	0.000654433	0.0006378	0.00037271
K00146	K00146: phenylacetaldehyde dehydrogenase	8.74E-06	0	3.93E-05	2.98E-05	2.70E-05	9.42E-06	1.86E-05	0	1.06E-05	7.87E-06	0	1.98E-05	8.45E-06	0	3.60E-06	1.12E-05	0	6.49E-05	1.51E-05	5.19E-06	2.12E-05	0	0	0	4.71E-06	1.85E-05	0	7.43E-06	2.99E-05
K00147	K00147: glutamate-5-semialdehyde dehydrogenase	0.000478008	0	0.000544966	0.000528374	0.000467938	0.000476841	0.000504034	0.000592809	0.000530899	0.000563065	0.000531721	0.000479039	0.000448648	0.000536708	0.000512404	0.00053555	0	0.000483905	0.000489399	0.000562636	0.00047498	0.000452373	0.000530501	0.000478	0.000501193	0.000471418	0.000650223	0.000561015	0.000966284
K00148	K00148: glutathione-independent formaldehyde dehydrogenase	0	0	0	0	0	0	0	0	0	5.12E-06	0	1.30E-05	0	0	0	0	0	0	0	0	0	0	4.81E-06	0	6.21E-06	0	0	0	1.79E-05
K00149	K00149: 4-trimethylammoniobutyraldehyde dehydrogenase	0	0	0	0	0	0	0	3.54E-06	5.09E-06	0	4.01E-06	4.74E-06	0	0	3.48E-06	0	0	0	0	0	0	0	0	4.09E-06	0	0	0	0	0
K00150	K00150: glyceraldehyde-3-phosphate dehydrogenase (NAD(P))	1.28E-05	0	9.63E-06	1.08E-05	0	2.73E-05	0	1.62E-05	3.09E-05	5.76E-06	3.65E-05	2.16E-05	2.47E-05	3.17E-05	1.06E-05	2.19E-05	0	0	2.22E-05	0	0	0	0	0	6.92E-06	1.35E-05	0	2.17E-05	0
K00151	K00151: 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase	1.79E-05	0	1.99E-05	7.51E-06	1.82E-05	0	0	3.81E-06	1.07E-05	0	4.26E-06	9.96E-06	0	0	3.67E-06	0	0	1.64E-05	5.09E-06	5.40E-06	0	5.65E-06	0	0	4.77E-06	0	0	7.49E-06	2.99E-05
K00153	K00153: NAD/factor-dependent formaldehyde dehydrogenase	0	0	0	0	1.13E-05	3.28E-05	0	0	0	3.41E-06	3.62E-06	4.28E-06	7.33E-06	0	0	0	0	0	0	4.52E-06	0	4.71E-06	3.24E-06	0	0	8.02E-06	1.04E-05	0	1.10E-05
K00154	K00154: coniferyl-aldehyde dehydrogenase	8.79E-06	0	6.81E-06	1.55E-05	9.05E-06	1.92E-05	0	1.12E-05	2.20E-05	4.09E-06	2.61E-05	1.53E-05	8.48E-06	4.19E-06	1.50E-05	7.75E-06	0	0	1.53E-05	5.43E-06	0	1.68E-05	1.56E-05	2.65E-05	9.66E-06	9.63E-06	0	7.86E-06	7.66E-06
K00155	K00155	0	0	0	0	0	0	0	0	0	0	4.37E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07E-05
K00156	K00156: pyruvate dehydrogenase (cytochrome)	6.72E-05	0	3.33E-05	1.87E-05	2.96E-05	6.38E-05	3.11E-05	3.15E-05	1.33E-05	6.39E-05	7.12E-06	2.94E-05	5.04E-05	3.00E-05	4.86E-05	4.66E-05	0	0.00010899	1.69E-05	4.02E-05	5.37E-05	2.33E-05	3.85E-05	5.70E-05	4.45E-05	1.60E-05	0	3.82E-05	0.000241817
K00158	K00158: pyruvate oxidase	2.92E-05	0	2.73E-05	6.26E-06	2.98E-05	7.74E-05	1.56E-05	0	0	9.66E-06	3.67E-06	4.15E-06	1.42E-05	2.57E-05	0	1.54E-05	0	8.04E-05	4.17E-06	0	0	4.57E-06	3.29E-06	1.43E-05	0	2.30E-05	0	6.13E-06	0.000148602
K00161	K00161: pyruvate dehydrogenase E1 component subunit alpha	9.19E-05	0	0.000127791	8.97E-05	0.000121742	0.000120437	0.000242837	8.90E-05	5.59E-05	0.000111574	9.39E-05	5.96E-05	7.59E-05	0.000104741	8.04E-05	0.000154728	0	0.000238907	9.37E-05	6.32E-05	9.98E-05	9.17E-05	5.73E-05	8.99E-05	1.44E-05	4.11E-05	1.83E-05	3.42E-05	1.45E-05
K00162	K00162: pyruvate dehydrogenase E1 component subunit beta	7.91E-05	0	0.000138291	0.000112353	0.000174858	0.000126471	0.000193627	9.11E-05	5.64E-05	0.000123492	0.00013118	5.25E-05	5.09E-05	0.0001506	7.53E-05	0.000127835	0	0.000194992	9.12E-05	7.86E-05	6.49E-05	4.90E-05	4.97E-05	0.000127095	2.84E-05	4.14E-05	1.82E-05	5.51E-05	0.000315952
K00163	K00163: pyruvate dehydrogenase E1 component	1.46E-05	0	2.93E-05	1.62E-05	1.52E-05	4.62E-05	1.04E-05	0	5.87E-06	1.50E-05	0	1.62E-05	9.26E-06	7.13E-06	0	2.07E-06	0	3.59E-05	2.84E-06	1.75E-05	0	0	0	0	5.31E-06	1.56E-05	0	1.23E-05	7.60E-05
K00164	K00164: 2-oxoglutarate dehydrogenase E1 component	1.86E-05	0	2.62E-05	1.37E-05	1.80E-05	5.35E-05	3.93E-05	1.99E-06	1.13E-05	1.76E-05	2.26E-06	8.92E-06	3.63E-05	7.60E-06	3.91E-06	1.13E-05	0	4.29E-05	1.07E-05	2.99E-05	3.43E-05	2.93E-06	9.81E-06	1.57E-05	7.37E-06	3.92E-05	0	7.86E-06	0.000289749
K00166	K00166: 2-oxoisovalerate dehydrogenase E1 component- alpha subunit	0	0	8.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	5.60E-06	0	2.01E-05	6.23E-06	6.54E-06	0	0	0	0	0	0	0	0	0.000163721
K00167	K00167: 2-oxoisovalerate dehydrogenase E1 component- beta subunit	0	0	9.92E-06	0	0	0	0	5.05E-06	0	0	1.24E-05	7.16E-06	0	0	1.05E-05	1.56E-05	0	4.94E-05	1.47E-05	7.70E-06	0	0	0	0	0	0	0	0	9.66E-05
K00169	K00169: pyruvate ferredoxin oxidoreductase- alpha subunit	0.000106334	0	0.000129809	0.000116417	0.000119838	2.41E-05	7.02E-05	0.000131827	0.000151403	0.000126961	0.000177199	0.000155307	0.000111656	0.000195249	0.000171499	0.000113694	0	6.34E-05	0.00012349	0.000108678	0.00012287	0.000110171	0.000139419	0.000157073	8.09E-05	0.000170037	0.000152552	0.000132049	0
K00170	K00170: pyruvate ferredoxin oxidoreductase- beta subunit	0.000112527	0	0.000135111	0.000144132	0.00013203	2.97E-05	9.04E-05	0.000143493	0.000144285	0.000134038	0.000194357	0.000198577	0.000110275	0.000189613	0.000151839	0.000113917	0	0	0.000138765	0.000149427	0.000207296	0.000113872	0.000155764	0.000156452	0.000144198	0.000159018	0.000172769	0.000143718	0
K00171	K00171: pyruvate ferredoxin oxidoreductase- delta subunit	0.00017483	0	0.000140924	0.000223262	8.93E-05	9.86E-05	9.03E-05	0.000199108	0.000271868	0.000183484	0.000335616	0.000291406	9.44E-05	0.00029948	0.000276651	0.00015786	0	0	0.000179682	0.000132859	0.000316753	0.000162123	0.000203339	0.000188911	0.000290023	0.000200688	0.000238819	0.000264693	0
K00172	K00172: pyruvate ferredoxin oxidoreductase- gamma subunit	0.000208021	0	0.000189376	0.000147689	0.000157091	6.19E-05	0.000148305	0.000205352	0.000163536	0.000163715	0.000252972	0.000208651	4.63E-05	0.000220619	0.000230374	0.000139533	0	6.78E-05	0.000196279	0.000144962	0.00016546	0.000138636	0.000212099	0.000243401	0.000145842	0.00018561	0.000271219	0.000186612	0
K00174	K00174: 2-oxoglutarate ferredoxin oxidoreductase subunit alpha	0.000198895	0	0.000299601	0.000181934	2.54E-05	3.69E-05	8.33E-05	0.000348593	0.000345027	0.000399068	0.000382976	0.000157477	8.74E-05	0.000393567	0.000451718	0.000449713	0	0.000322486	0.000442772	0.000272959	0.000575008	0.000234311	0.000307968	0.000376872	0.000285173	0.000135421	0.00039713	0.000524202	0.000208949
K00175	K00175: 2-oxoglutarate ferredoxin oxidoreductase subunit beta	0.000220846	0	0.000321321	0.000172914	3.25E-05	0.000153685	0.000163192	0.000422584	0.000454529	0.000529937	0.000520926	0.000189767	9.36E-05	0.000509502	0.000521617	0.00050596	0	0.000284094	0.000575528	0.000334553	0.000560385	0.000343606	0.00040721	0.000377528	0.000326706	0.000139525	0.000302843	0.000656886	0.000424531
K00176	K00176: 2-oxoglutarate ferredoxin oxidoreductase subunit delta	0.00029506	0	0.000265352	0.000299959	0	0.000126358	0.000135416	0.000475722	0.00047766	0.000696307	0.000805027	0.000233668	0.000175903	0.0004854	0.000767909	0.000969491	0	0.000223475	0.000834988	0.000382365	0.000562738	0.000452354	0.000561577	0.000522479	0.000507303	5.90E-05	0.000238205	0.000606035	1.31E-06
K00177	K00177: 2-oxoglutarate ferredoxin oxidoreductase subunit gamma	0.000265348	0	0.000234227	9.82E-05	4.72E-05	4.87E-05	4.56E-05	0.000297543	0.000358022	0.000310428	0.000284238	0.000250678	0.00011459	0.000305069	0.000373898	0.000435976	0	0.000179106	0.00040667	0.000200593	0.000234023	0.000206948	0.000303629	0.000281191	0.000283492	0.000102446	0.000128739	0.00032502	0.000365553
K00178	K00178: oxidoreductase containing iron-sulfur protein	0	0	0	0	7.14E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
