ID,NAME,CSM5LLGB.kegg.e-40.m8-hit-keg-cat,CSM6J2H9.kegg.e-40.m8-hit-keg-cat,CSM79HGR.kegg.e-40.m8-hit-keg-cat,ESM5GEYX.kegg.e-40.m8-hit-keg-cat,ESM5GEYY.kegg.e-40.m8-hit-keg-cat,ESM5GEZ1.kegg.e-40.m8-hit-keg-cat,ESM5MEAB.kegg.e-40.m8-hit-keg-cat,ESM5MEB9.kegg.e-40.m8-hit-keg-cat,ESM5MEC7.kegg.e-40.m8-hit-keg-cat,ESM5MEDP.kegg.e-40.m8-hit-keg-cat,ESM5MEE2.kegg.e-40.m8-hit-keg-cat,ESM5MEEJ.kegg.e-40.m8-hit-keg-cat,ESM718U9.kegg.e-40.m8-hit-keg-cat,ESM7F5AE.kegg.e-40.m8-hit-keg-cat,HSM5MD6G.kegg.e-40.m8-hit-keg-cat,HSM5MD6S.kegg.e-40.m8-hit-keg-cat,HSM67VDR.kegg.e-40.m8-hit-keg-cat,HSM67VDT.kegg.e-40.m8-hit-keg-cat,HSM6XRQC.kegg.e-40.m8-hit-keg-cat,HSM6XRTE.kegg.e-40.m8-hit-keg-cat,HSM7CZ2X.kegg.e-40.m8-hit-keg-cat,HSM7J4JV.kegg.e-40.m8-hit-keg-cat,HSMA33J1.kegg.e-40.m8-hit-keg-cat,mock_even_lc-hit-keg-cat
K02036,K02036: phosphate transport system ATP-binding protein,0,0,0.000478427,0.000647679,0.000517132,0.000693236,0.00076236,0.000775857,0.000757431,0.000712304,0.000909417,0.000628115,0.000681872,0.000698786,0,0.000531499,0.000597717,0.000995514,0.000850176,0.00062857,0.000858192,0.000873943,0.0011968,0.000599773
K02037,K02037: phosphate transport system permease protein,0,0,0.000524717,0.000876325,0.000420029,0.000654514,0.000572801,0.000534185,0.000615129,0.000604292,0.000860823,0.000499271,0.000239305,0.000503574,0,0.000611348,0.000500465,0.000502925,0.000195509,0.000564728,0.000701348,0.000493623,0.000591746,0.000156981
K01585,K01585: arginine decarboxylase,0,0.000125424,0.000452301,0.0002305,0.000292555,8.98538e-05,0.00025434,0.000232454,0.000331141,0.000492884,6.76465e-05,0.000324718,0.000441695,0.000329945,0,0.000268007,0.000216103,0.000422694,0.000413451,0.000285991,0.000277209,0.00041945,0.000208953,0.000811693
K01584,K01584: arginine decarboxylase,0,0,6.57436e-05,0,8.42494e-06,2.00178e-05,0.000116897,2.78074e-05,1.12466e-05,0,0,0,0.000164137,2.49147e-05,0,1.81711e-05,0,0,0,0,2.01402e-05,0,1.71009e-05,2.50864e-05
K05020,K05020: glycine betaine transporter,0,0,0,0,2.63614e-05,0.000105331,7.13837e-05,0,0,0,1.91497e-05,0,0,0,0,0,2.32668e-05,0,0,0,6.04837e-05,0,2.47963e-05,3.28863e-05
K01586,K01586: diaminopimelate decarboxylase,0.000452556,0.000388799,0.000728601,0.000786444,0.00058998,0.000777183,0.000789903,0.000906728,0.000747142,0.00064781,0.000793691,0.000775707,0.000689216,0.000792056,0,0.000711075,0.000819878,0.000733165,0.000565238,0.000785085,0.000731763,0.000774101,0.000714217,0.000798879
K01581,K01581: ornithine decarboxylase,0.000458283,0,3.3184e-05,5.09514e-05,0.000199657,0.000168335,0.00019376,0.000101802,9.69266e-05,2.00453e-05,9.47385e-05,0.000165834,0.000140057,0.000141146,0,5.70824e-05,0.000112142,6.15232e-05,0.000133986,7.45129e-05,0.000163969,3.08638e-05,8.52989e-05,9.41674e-05
K01580,K01580: glutamate decarboxylase,0,0.00049812,0.000385697,0.000210641,0.000181423,6.4662e-05,0.000300317,0.000219603,0.000369865,0.000573974,0.000103071,0.000255141,0.000322089,0.000259359,0,0.000288298,0.000245261,0.000382187,0.000340123,0.000270876,0.00018995,0.00051737,0.000325257,0.000145225
K01583,K01583: arginine decarboxylase,0,0,0,1.33906e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6531e-05,0
K01582,K01582: lysine decarboxylase,0,0,0.00031096,0.000220739,0.000280566,0.000334092,0.00018444,0.000222372,0.000307342,6.27866e-05,0.000346669,0.00029644,0.000298295,0.000229343,0,0.000284863,0.000257667,7.0656e-05,0.000402103,7.59724e-05,0.000315544,0.000280102,0.000345734,0.000245019
K13497,K13497,0,0,4.69621e-05,2.36542e-05,2.51558e-05,2.91628e-05,0,0,1.68063e-05,2.86686e-05,0,0,9.60428e-05,0,0,0,0,2.15079e-05,0,5.21672e-05,2.86742e-05,0,2.43284e-05,0.00012486
K01589,K01589: phosphoribosylaminoimidazole carboxylase ATPase subunit,0,0,4.41632e-05,4.87273e-05,9.0326e-05,0.000123678,4.67808e-05,5.59193e-05,0.000119998,8.01951e-05,5.42251e-05,2.81008e-05,0.000214679,0,0,3.57743e-05,6.06054e-05,0.000118087,9.11793e-05,0.000166034,4.27697e-05,0.000115324,0.000132595,0.000371579
K01588,K01588: phosphoribosylaminoimidazole carboxylase catalytic subunit,0.00107242,0.000926897,0.000859834,0.000821945,0.00095211,0.000886737,0.00106854,0.00106331,0.000854769,0.000930137,0.000893185,0.00122408,0.000487935,0.000794113,0,0.00098382,0.00105461,0.000966811,0.000968541,0.000953938,0.00100748,0.000803407,0.000934384,0.000846057
K05556,K05556: hydroxylacyl-CoA dehydrogenase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00202e-05,0,0,0,0
K14430,K14430,0,0,2.00953e-05,3.167e-06,2.54428e-05,0,0,1.85892e-05,8.77568e-06,0,9.77297e-06,5.15818e-06,3.54809e-05,1.01187e-05,0,0,0,3.91826e-05,0,2.34906e-05,0,0,0,0
K13656,K13656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43572e-05
K13654,K13654,0,0,0,0,0,0,0,0,7.74184e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306789
K13655,K13655,0,0,0,0,0,0,0,8.02383e-05,6.79949e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000513908
K13652,K13652,0,0,0.000141222,0.000262025,0.00038804,0.000109071,0.000314334,0.000281002,0.000275791,0.000367198,0.000202203,0.000280284,0.000356617,0.000359099,0,0.000236415,0.0002841,0.000391663,0.000343365,0.000284879,0.00020861,0,0.000135727,0.00022157
K13653,K13653,0,0.000554507,0,0.000132138,7.03244e-05,0.000158587,0.000187951,0,6.19687e-05,0,3.50515e-05,3.589e-05,0,3.22703e-05,0,0,0,0,0,9.64552e-05,0.000156138,0,8.43585e-05,0.000435148
K13650,K13650,0,0,0,0,0,5.73534e-05,0,7.78609e-05,0,0,0,0,0.000188706,0,0,0,0,0,0,0,0.000225571,0,0,0
K05557,K05557: MFS transporter DHA2 family integral membrane protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10829e-06
K08344,K08344: suppressor for copper-sensitivity B,0,0,0,0,9.47806e-06,1.14199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K08345,K08345: nitrate reductase 2 alpha subunit,0,0,0,0,2.07383e-05,0,0,8.16721e-06,2.0763e-05,0,0,0,1.97943e-05,0,0,0,0,0,0,0,1.18306e-05,0,0,4.35351e-05
K08346,K08346: nitrate reductase 2 beta subunit,0,0,0,0,0,1.50636e-05,0,2.04498e-05,0,0,0,0,4.95629e-05,0,0,0,0,0,0,0,0,0,0,0
K08347,K08347: nitrate reductase 2 gamma subunit,0,0,0,0,2.95246e-05,3.42598e-05,0,0,0,0,0,0,5.59896e-05,0,0,0,0,0,0,0,0,0,0,0.000142735
K08348,K08348: formate dehydrogenase-N alpha subunit,0,0,0,0,2.13959e-05,6.11676e-05,6.64413e-05,4.40928e-05,0,0,1.22615e-05,1.26436e-05,7.52966e-05,0,0,0,2.899e-05,0,7.27111e-05,0,5.26892e-05,0,0,3.37204e-05
K08349,K08349: formate dehydrogenase-N beta subunit,0,0,0,0,0,2.44248e-05,5.65204e-05,3.31582e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K14123,K14123,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55402e-05,0,0,0,0,0,0,0,0,0,0
K14127,K14127,0,0,0,4.18679e-05,0,0.000103236,0,0,0,0,6.61306e-05,0,0,6.36804e-05,0,0,0,7.80766e-05,0,0,0,0,0.000171921,0
K05553,K05553: 3-oxoacyl-ACP synthase acyl carrier protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66274e-08
K02456,K02456: general secretion pathway protein G,0,0,0,0,4.63373e-05,0.000101063,0,0,0.000117101,0,0,0,0.000508214,0,0,0,0,0,0,0,0.000198741,0,0,0.000807407
K05337,K05337: ferredoxin,0,0,0.000107287,0,0,0,0,0,0,0.000194799,0,0,0.000326607,0,0,0,0,0.000146144,0,0.000118157,0,0,0,3.5767e-08
K02454,K02454: general secretion pathway protein E,0,0,2.80138e-05,9.91217e-05,0.000102623,0.000209879,0,2.11493e-05,0.000117126,2.71813e-05,5.90449e-05,3.59483e-05,0.00015419,1.95739e-05,0,6.55482e-05,0,0,0.000358124,0,0.000209562,0,5.24748e-05,0.000171447
K02455,K02455: general secretion pathway protein F,0,0,6.21934e-05,1.5355e-05,6.62342e-05,7.69525e-05,0,2.58261e-05,2.23802e-05,0,0,2.5256e-05,0.000253981,2.35853e-05,0,3.37527e-05,0,0,0,0,0.000113077,0,0,0
K02100,K02100: MFS transporter SP family arabinose:H+ symporter,0,0,3.54695e-05,0,2.78024e-05,1.61306e-05,7.21174e-05,2.04101e-05,1.72958e-05,3.27465e-05,0,0,4.94666e-05,1.99001e-05,0,0,0,0,0,1.92004e-05,3.17209e-05,0,0,0.000199684
K02453,K02453: general secretion pathway protein D,0,0,2.84991e-05,2.40963e-05,6.66495e-05,0.000135866,4.14746e-05,4.59673e-05,6.01451e-05,5.17451e-05,2.2962e-05,4.7355e-05,0.000201799,0,0,0,0,5.13886e-05,0.000227315,5.27202e-05,0.000126199,0,0,4.2508e-06
K02450,K02450: general secretion pathway protein A,0,0,0,0,0,1.58338e-05,0,0,3.40646e-05,0,0,0,5.20967e-05,0,0,0,0,0,0,0,9.34113e-05,0,0,2.35612e-08
K02103,K02103: GntR family transcriptional regulator arabinose operon,0,0,4.51804e-05,0.000154026,8.88079e-05,0.000169939,4.60592e-05,5.52014e-05,7.2554e-05,4.19733e-05,0.000214066,0.000111495,0,7.70427e-05,0,0.000148726,6.33101e-05,3.14895e-05,0,5.064e-05,4.08204e-05,6.04864e-05,3.56189e-05,0
K03455,K03455: monovalent cation:H+ antiporter-2 CPA2 family,0,0.000314115,0.00042032,0.0003187,0.000423123,0.000118584,0.000357083,0.000330875,0.000314672,0.000414166,0.000183528,0.000307532,0.000684819,0.000371216,0,0.000237048,0.000387535,0.000433537,0.000493373,0.000308557,0.000276849,0.000566929,0.000371802,0.000801911
K03457,K03457: nucleobase:cation symporter-1 NCS1 family,0,0,0,4.06955e-05,9.7551e-05,0.000182037,3.89501e-05,4.61743e-05,5.43056e-05,0,2.37879e-05,0.000109754,0,6.29808e-05,0,0,7.57037e-05,0,7.84972e-05,0,0.000108597,9.97904e-05,2.61014e-05,0.000139762
K05551,K05551: 3-oxoacyl-ACP synthase I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69678e-06
K02108,K02108: F-type H+-transporting ATPase subunit a,0.00166935,0.000404848,0.000928805,0.00080905,0.000594472,0.001024,0.00090726,0.000781985,0.000851878,0.000683434,0.00109116,0.000748568,0.000869994,0.00087762,0,0.000792528,0.000748124,0.000676032,0.000978809,0.000494805,0.000615934,0.000643617,0.000798868,0.000285209
K02109,K02109: F-type H+-transporting ATPase subunit b,0.00316033,0.0009435,0.000886944,0.000669424,0.000638802,0.00111579,0.0013066,0.000827973,0.000800842,0.000730988,0.000938906,0.000988319,0.000618678,0.000738349,0,0.000998674,0.00099409,0.000741931,0.000399247,0.0007073,0.000813571,0.000815381,0.000930242,0
K03453,K03453: bile acid:Na+ symporter BASS family,0,0.000240906,0.000507433,0.000352822,0.000446795,0.000431393,0.000826304,0.000488624,0.000495889,0.000671464,0.000427595,0.000730195,0.000411308,0.000776308,0,0.000635819,0.000731644,0.000571671,0.000822309,0.000430837,0.000429151,0.000701554,0.000682084,0.000208868
K03980,K03980: virulence factor,0,0,9.82891e-05,3.64053e-05,0.000128764,0.000104625,0,0.000180251,3.37747e-05,5.84398e-05,1.88944e-05,3.89551e-05,9.86531e-05,9.19678e-05,0,0,8.89143e-05,2.18794e-05,6.23492e-05,6.56904e-05,7.07681e-05,0,2.45601e-05,0.00021457
K02193,K02193: heme exporter ATP-binding protein CcmA,0,0,0,0,9.09764e-05,7.42744e-05,0,4.82167e-05,0,0,0,0,0,0,0,0,0.000103124,0,0,0,0.000147468,0,6.11092e-05,2.21201e-05
K02362,K02362: enterobactin synthetase component D,0,0,0,0,5.52733e-05,2.87832e-05,6.66059e-05,3.9075e-05,0,0,0,0,9.47035e-05,0,0,0,0,0,0,0,0.000113205,0,0,0
K12279,K12279: MSHA biogenesis protein MshI,0,0,0,0,0,0,6.24288e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01639,K01639: N-acetylneuraminate lyase,0.00115846,0.00104401,0.000357061,0.000288486,0.000331133,0.000435156,0.000416416,0.000553511,0.000498039,0.000399864,0.000392578,0.000604908,0.000499521,0.000408601,0,0.000315588,0.00050128,0.000449499,0.000322334,0.000333094,0.000450775,0.000666488,0.000212223,2.2332e-06
K01638,K01638: malate synthase,0,0,0,3.5282e-05,5.9198e-05,4.6612e-05,2.40175e-05,4.35748e-05,5.36099e-05,0,0,0,0.000248354,0,0,0,0,0,0.000120699,0,7.0632e-05,0,0,0.00022053
K01637,K01637: isocitrate lyase,0,0,0,1.43383e-05,1.52341e-05,3.48858e-05,0,7.08324e-05,4.11478e-05,0,0,0,5.64863e-05,0,0,0,0,0,0,0,3.47626e-05,0,0,0
K01636,K01636,0.000222299,0,3.82235e-05,5.47585e-05,8.46772e-06,2.55675e-05,0,4.67166e-05,3.29959e-05,1.88515e-05,2.50972e-05,1.24436e-05,0,1.20001e-05,0,6.86603e-05,1.42139e-05,1.43206e-05,0,2.31563e-05,3.75839e-05,2.86313e-05,6.47211e-05,0.000248877
K00596,K00596: 22-dialkylglycine decarboxylase (pyruvate),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65838e-06
K01633,K01633: dihydroneopterin aldolase,0,0.000647684,0.000621396,0.000465462,0.000771227,0.000439149,0.000734302,0.000945196,0.000886041,0.000751485,0.000325233,0.000669381,0.000419354,0.000632364,0,0.000792025,0.00106056,0.000844092,0.00134601,0.000761217,0.000626099,0.000564221,0.000723218,0.000521543
K01632,K01632: fructose-6-phosphate phosphoketolase,0.000214745,0,7.22102e-05,2.29221e-05,2.50124e-05,2.8868e-05,0,6.41278e-05,1.08099e-05,1.84398e-05,6.11492e-05,0,3.14899e-05,1.15782e-05,0,0,0,1.3834e-05,0,3.41551e-05,0,5.69016e-05,3.2156e-05,0
K01631,K01631: 2-dehydro-3-deoxyphosphogalactonate aldolase,0,0,0,0,9.89426e-05,6.61771e-05,8.91394e-05,0,3.80654e-05,0,0,0,0.000126743,0,0,0,0,0,0,0,0.000205888,0,0,0
K01630,K01630: 2-dehydro-3-deoxyglucarate aldolase,0,0,0,0,7.72142e-05,2.91079e-05,0,4.08996e-05,3.46588e-05,0,0,0,9.57717e-05,0,0,0,0,0,0.000123058,3.55837e-05,5.92452e-05,8.81304e-05,0,0.000264845
K03851,K03851: taurine-pyruvate aminotransferase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56638e-06
K02059,K02059: putative sulfate transport system ATP-binding protein,0,0,0,0,0,0,0,0,0,0,0,2.97345e-05,0,0,0,0,0,0,0,0,0,0,0,0
K03855,K03855: ferredoxin like protein,0,0,9.0961e-05,0,0.000140475,0.000322648,0.000188601,0,0,0,0.000104417,0,0.000268161,0,0,0,0,0,0.000344562,0,0.000156969,0,0.000132928,0.00071369
K08485,K08485: phosphocarrier protein NPr,0,0,0,0,7.41395e-05,8.603e-05,0,0.000116791,0,0,0,0,0.000283059,0,0,0,0,0,0,0,0.000169178,0,0,0
K03856,K03856: 3-deoxy-7-phosphoheptulonate synthase,0,0,0.000228944,0.000202619,0.000278324,0.000348894,0.00015638,0.000309317,0.000427163,0.000179303,0.000526111,0.000483507,0,0.000372998,0,0.000285345,0.000278286,0.000143456,0.000192011,0.000487939,0.000238928,0.000333568,0.00050416,9.35566e-05
K00264,K00264: glutamate synthase (NADPH/NADH),0,0,0,6.63868e-06,1.39265e-05,3.31972e-05,2.95896e-05,0,1.46771e-05,1.79496e-05,4.64617e-06,1.06743e-05,1.50474e-05,2.12523e-05,0,0,7.77101e-06,6.73313e-06,0,1.71215e-05,7.352e-06,0,2.74722e-05,0
K02615,K02615: acetyl-CoA acetyltransferase,0,0,0,1.56613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05342e-06
K03521,K03521: electron transfer flavoprotein beta subunit,0.00271719,0.00203678,0.000532537,0.000521859,0.000614392,0.000744528,0.000625729,0.000795351,0.000669685,0.000642063,0.000633011,0.000558209,0.000714822,0.000717822,0,0.000588411,0.000636488,0.000762002,0.000765737,0.000763794,0.000902839,0.000722497,0.000895668,0.000523626
K13019,K13019,0,0,0,1.64834e-05,0,0,0,0,2.33788e-05,3.98802e-05,0,0,0,7.87341e-05,0,0,0,0,0,7.53906e-05,0,0,0,9.2481e-05
K03523,K03523: putative biotin biosynthesis protein BioY,0.000977623,0,0.000361184,0.000512816,0.000432037,0.0008761,0.000294833,0.000285671,0.000417656,8.21314e-05,0.000799482,0.000331473,0,0.000103293,0,0.000519921,0.000314392,0.000176182,0.000366663,0.000577047,0.000575162,0.000478594,0.000616592,0
K03522,K03522: electron transfer flavoprotein alpha subunit,0.00465249,0.00419964,0.000635539,0.000623345,0.000767352,0.000548402,0.000624258,0.000686367,0.000812739,0.000763093,0.000692601,0.000691739,0.000767696,0.000753796,0,0.00060223,0.000557783,0.000637022,0.000769058,0.000625166,0.000589023,0.00059259,0.000800316,0.000605422
K03525,K03525: type III pantothenate kinase,0,0.000297057,0.000694385,0.000706431,0.000682515,0.000781137,0.00089723,0.000660652,0.000557985,0.000840686,0.000966989,0.000758248,0.000701038,0.000712146,0,0.00102096,0.000918929,0.000767195,0.000519916,0.000829515,0.000651287,0.000442722,0.000948413,0.000520514
K03524,K03524: BirA family transcriptional regulator biotin operon repressor /,0.000544462,0.000314811,0.000722822,0.000651491,0.000502689,0.000558686,0.000695599,0.000703033,0.000607074,0.000645098,0.000584193,0.000624644,0.000558354,0.000725642,0,0.000614824,0.000707931,0.0006919,0.000361852,0.00072045,0.000516471,0.000657759,0.000725552,0.000209909
K03527,K03527: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0.000793142,0.00107592,0.000733461,0.000831592,0.000711937,0.000549074,0.000691425,0.000683234,0.000522672,0.000551967,0.000529458,0.000678253,0.000485317,0.000579585,0,0.000675325,0.000837462,0.000748573,0.000762112,0.000762762,0.00055145,0.000881399,0.000711674,0.00104431
K03526,K03526: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,0.00125722,0.00019367,0.000659834,0.000934797,0.000595753,0.000654752,0.000634728,0.000578646,0.00071182,0.000652246,0.000664065,0.000679773,0.000850979,0.000701358,0,0.00063367,0.000460993,0.00046857,0.000657455,0.000620506,0.000491691,0.000991419,0.000699896,0.000380576
K03529,K03529: chromosome segregation protein,0,0.000132468,0.000268195,0.000279904,0.000196941,0.000293914,0.000181185,0.000177042,0.000173331,0.000115078,0.000259056,0.000189244,4.27439e-05,0.000175867,0,0.000196618,0.000108291,0.000115073,0.000165576,0.000216393,0.000244024,0.000247208,0.000249666,0.000400496
K02853,K02853: 4-alpha-L-fucosyltransferase,0,0,0,4.37691e-05,5.92169e-05,1.70544e-05,7.89297e-05,9.66187e-05,8.20502e-05,0,2.52406e-05,2.60272e-05,0.000113232,2.43055e-05,0,0,0,5.80112e-05,0,2.34509e-05,0.000105818,5.74082e-05,0,0
K13012,K13012,0,0,0.000287406,0.000125008,6.44692e-05,7.42744e-05,0,0.000313031,9.09193e-05,0.000225233,0.000343147,0.000153527,0.000126743,0.000188156,0,0.000132728,0.00017164,0.000399955,0,0.000232914,0,0.000544438,0.000507023,0.000252328
K02851,K02851: undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase,0,0,4.19469e-05,1.67026e-05,0.000108366,4.25021e-05,0.000148027,0.000141265,4.78888e-05,0,2.77858e-05,5.44079e-05,0.000136235,5.08088e-05,0,3.65355e-05,6.56945e-05,0,0.000178747,2.45112e-05,0.00012192,6.00038e-05,0,9.60483e-05
K02856,K02856: L-rhamnose-H+ transport protein,0,0.00023309,0.000172366,0.000239914,0.000196199,6.81874e-05,0.000264263,0.000278336,0.000262753,0.000268533,0.000117045,0.000301731,0.000224353,0.000253594,0,0.000324185,0.000241836,0.000269007,0.000288272,0.000217492,0.000312702,0.000200453,0.000228214,0
K02585,K02585: nitrogen fixation protein NifB,0,0,2.88567e-05,0,4.27727e-05,9.65189e-05,0,0,1.90327e-05,0,0,3.70604e-05,0,0,0,0,0,0,0.000119031,0,0,0,0,0
K13016,K13016,0,0,2.68218e-05,4.01294e-05,2.12501e-05,0,0,0,2.8549e-05,9.57412e-05,0,0,0,3.06155e-05,0,0,0,0,0.000104914,8.72623e-05,0,0,8.02138e-05,0
K13017,K13017,0,0,4.53575e-05,0.000131999,1.8132e-05,6.3355e-05,4.84244e-05,0,7.28844e-05,0.000206695,2.77858e-05,8.37887e-05,0.000138078,7.75953e-05,0,3.73297e-05,3.16931e-05,0.000155243,8.89494e-05,0,8.23124e-05,0,7.04679e-05,0.000241442
K09857,K09857: hypothetical protein,0,0,0,6.71677e-05,3.56821e-05,4.14049e-05,0,0,4.76327e-05,0,0,0,0.000136232,0,0,0,0,0,0,0,0.000162845,0,0,0
K11073,K11073: putrescine transport system substrate-binding protein,0,0,0,0,3.4019e-05,3.94031e-05,0,2.67461e-05,2.26649e-05,0,0,0,0,0,0,0,0,0,0,0,7.74862e-05,0,0,0.000116441
K02372,K02372: 3R-hydroxymyristoyl ACP dehydrase,0,0,0.000701952,0.000679704,0.000622241,0.000934573,0.00096759,0.00127691,0.00069386,0.000910888,0.00130528,0.00102486,0.000594816,0.000796558,0,0.00095926,0.00110151,0.000860007,0.000704956,0.000964132,0.00117647,0.000899436,0.00104653,0.00131422
K03671,K03671: thioredoxin 1,0.00850826,0.00537482,0.00245068,0.00241077,0.00300588,0.00239955,0.003043,0.0032529,0.00367593,0.00410896,0.00322221,0.00393968,0.000980261,0.00341365,0,0.00370404,0.004174,0.00487462,0.00339601,0.00360288,0.00376961,0.0029946,0.00282086,0.00160657
K03670,K03670: periplasmic glucans biosynthesis protein,0,0,0,2.42187e-05,7.51589e-05,4.32329e-05,0,6.07127e-05,6.70857e-05,0,0,0,0.000191313,0,0,2.63167e-05,0,0,0,0,8.93031e-05,0,0,0
K03673,K03673: thiol:disulfide interchange protein DsbA,0,0,0,6.08281e-05,0.00024663,0.000177367,0.000176098,0.000199906,0.000124178,0,4.83881e-05,0,0.000244955,4.32218e-05,0,0,4.98997e-05,0,0,0,7.28518e-05,0,0,0.00063819
K03672,K03672: thioredoxin 2,0,0,0,4.30149e-05,8.47233e-05,4.5279e-05,0,0,0.000113099,0,0,0,0.000148978,0,0,0,0,0,0.000191423,6.583e-05,8.90411e-05,0,0,0
K04887,K04887: potassium voltage-gated channel Shaw-related subfamily C member 1,0,0,2.07653e-05,0,1.65572e-05,1.92127e-05,4.44591e-05,2.60824e-05,2.21025e-05,3.77031e-05,2.46143e-05,2.53813e-05,0,2.37023e-05,0,3.40877e-05,2.90979e-05,2.82858e-05,0,2.2869e-05,3.77817e-05,5.59837e-05,3.19952e-05,0
K03718,K03718: Lrp/AsnC family transcriptional regulator regulator for asnA asnC,0.0033748,0.00358407,0.00108734,0.000815166,0.000958319,0.0004031,0.00104626,0.0011651,0.000924225,0.00128868,0.000646223,0.00101081,0.00131325,0.00112489,0,0.0012487,0.00138057,0.00184331,0.00149244,0.0010795,0.000802746,0.00147328,0.000754835,3.85331e-08
K03677,K03677: CysQ protein,0,0.0011685,0.000400866,0.000256234,0.000298904,0.000145658,0.000452005,0.000349978,0.000360445,0.000503143,0.000183574,0.000378033,0.000186975,0.000493189,0,0.000460759,0.000345678,0.000505705,0.000360151,0.000339695,0.000286653,0.000506715,0.000283507,0
K03676,K03676: glutaredoxin 3,0,0,0,0,8.03922e-05,9.32856e-05,0,0.000126641,0.000107317,0,0,0,0,0,0,0,0,0,0,0,0.000183446,0,0,0.00136434
K09761,K09761: ribosomal RNA small subunit methyltransferase E,0.000759441,0.000681184,0.000567679,0.000471646,0.000535082,0.000701442,0.000679268,0.000614183,0.000718869,0.000649533,0.000574342,0.000603811,0.000751172,0.000770168,0,0.000698707,0.000643495,0.000828633,0.000542667,0.000805702,0.000442889,0.000672349,0.000813992,0.00027229
K09760,K09760: DNA recombination protein RmuC,0.000402158,0.000364976,0.000369539,0.000411295,0.000316766,0.000172388,0.000646855,0.000429887,0.000343983,0.000669712,0.000263184,0.000434082,0.000721412,0.000265761,0,0.000417147,0.000453494,0.000480502,0.00031834,0.000486605,0.000174701,0.000355324,0.000497856,0.000286921
K14196,K14196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150668
K09762,K09762: hypothetical protein,0,0.000254075,0.000186317,0.000302862,0.000105319,0.000390564,0.000284784,0.000199792,0.000281452,4.82358e-05,0.000410393,0.000228554,0,0.000243502,0,0.000218064,0.000152259,0.000179692,0.000205571,0.000173655,0.000193358,0.000298478,0.000411736,0.000215106
K09765,K09765: hypothetical protein,0,0,0.000439687,0.000571558,0.000495364,0.000565938,0.000503242,0.000688199,0.000587184,0.000648421,0.000643921,0.000365275,0.000259952,0.000678422,0,0.000688844,0.000537506,0.000441844,0.000167007,0.000438869,0.000419698,0.000776294,0.00062564,0.000462554
K09764,K09764: hypothetical protein,0,0,0,0,6.95058e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K09767,K09767: hypothetical protein,0,0,5.07178e-05,3.82937e-05,0.000132341,9.53029e-05,0.000328429,6.44861e-05,8.13453e-05,0,6.08563e-05,6.23698e-05,0,5.86016e-05,0,0,7.19416e-05,0,0.000199593,5.61963e-05,0.000162367,0,0,0
K02217,K02217: ferritin 1,0,0.0024461,0.000816931,0.000579205,0.000569842,0.000465038,0.000636034,0.000643698,0.000867539,0.00129388,0.000555377,0.00101107,0.00107433,0.000645852,0,0.00101397,0.000866265,0.00125966,0.000591301,0.000894565,0.00084271,0.000679414,0.000624505,5.15334e-06
K09769,K09769: hypothetical protein,0,0,0.000156816,0.000216866,2.57627e-05,8.91249e-05,0,0,3.45244e-05,0.000172481,3.90533e-05,0,9.5413e-05,3.68804e-05,0,0,0,4.26936e-05,0,0.00017797,0,0.000174219,0.000148051,0
K09768,K09768: hypothetical protein,0,0,0.00022324,0.000292422,0.000260143,0.00050094,0.000229743,0.000268291,0.00028244,0.000198831,0.000509956,0.000201923,0.000132684,0.000249238,0,0.000542063,7.61459e-05,0.000143392,0.000204584,0.000182456,0.000201058,0.000443479,0.000332941,0
