Gene	Category	SuperPathway	SubPathway	KOAnnot
K00271	Metabolism	Amino acid metabolism	Valine_leucine_and_isoleucine_degradation	vdh; valine dehydrogenase (NAD+)
K00272	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	DDO; D-aspartate oxidase
K00273	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	DAO aao; D-amino-acid oxidase
K00274	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	MAO aofH; monoamine oxidase
K00275	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	pdxH PNPO; pyridoxamine 5'-phosphate oxidase
K00276	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	AOC3 AOC2 tynA; primary-amine oxidase
K00278	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	nadB; L-aspartate oxidase
K00279	Metabolism	Metabolism of terpenoids and polyketides	Zeatin_biosynthesis	CKX; cytokinin dehydrogenase
K00281	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	GLDC gcvP; glycine dehydrogenase
K00282	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	gcvPA; glycine dehydrogenase subunit 1
K00283	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	gcvPB; glycine dehydrogenase subunit 2
K00284	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	E1.4.7.1; glutamate synthase (ferredoxin)
K00285	Metabolism	Amino acid metabolism	Phenylalanine_metabolism	dadA; D-amino-acid dehydrogenase
K00286	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	E1.5.1.2 proC; pyrroline-5-carboxylate reductase
K00287	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	folA; dihydrofolate reductase
K00288	Metabolism	Metabolism of cofactors and vitamins	One_carbon_pool_by_folate	MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase
K00289	Metabolism	Metabolism of cofactors and vitamins	One_carbon_pool_by_folate	E1.5.1.6 FTHFD; formyltetrahydrofolate dehydrogenase
K00290	Metabolism	Amino acid metabolism	Lysine_biosynthesis	LYS1; saccharopine dehydrogenase (NAD+ L-lysine forming)
K00291	Metabolism	Amino acid metabolism	Lysine_degradation	E1.5.1.8; saccharopine dehydrogenase (NADP+ L-lysine forming)
K00292	Metabolism	Amino acid metabolism	Lysine_degradation	E1.5.1.9; saccharopine dehydrogenase (NAD+ L-glutamate forming)
K00293	Metabolism	Amino acid metabolism	Lysine_biosynthesis	LYS9; saccharopine dehydrogenase (NADP+ L-glutamate forming)
K00294	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase
K00295	Metabolism	Metabolism of cofactors and vitamins	One_carbon_pool_by_folate	MTD1; methylenetetrahydrofolate dehydrogenase (NAD+)
K00296	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	E1.5.1.19; D-nopaline dehydrogenase
K00297	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	metF MTHFR; methylenetetrahydrofolate reductase (NADPH)
K00299	Metabolism	Energy metabolism	Sulfur_metabolism	ssuE; FMN reductase
K00301	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	E1.5.3.1; sarcosine oxidase
K00302	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	soxA; sarcosine oxidase subunit alpha
K00303	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	soxB; sarcosine oxidase subunit beta
K00304	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	soxD; sarcosine oxidase subunit delta
K00305	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	soxG; sarcosine oxidase subunit gamma
K00306	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	PIPOX; sarcosine oxidase / L-pipecolate oxidase
K00307	Metabolism	Biosynthesis of other secondary metabolites	Isoquinoline_alkaloid_biosynthesis	E1.21.3.3; reticuline oxidase
K00308	Cellular Processes	Transport and catabolism	Peroxisome	PAOX; N1-acetylpolyamine oxidase
K00310	Metabolism	Metabolism of other amino acids	Glutathione_metabolism	SE; pyrimidodiazepine synthase
K00312	Environmental Information Processing	Signal transduction	Wnt_signaling_pathway	WNT3; wingless-type MMTV integration site family member 3
K00314	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	SARDH; sarcosine dehydrogenase
K00315	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	DMGDH; dimethylglycine dehydrogenase
K00316	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	spdH; spermidine dehydrogenase
K00317	Metabolism	Energy metabolism	Methane_metabolism	dmd-tmd; dimethylamine/trimethylamine dehydrogenase
K00318	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	PRODH; proline dehydrogenase
K00319	Metabolism	Energy metabolism	Methane_metabolism	mtd; methylenetetrahydromethanopterin dehydrogenase
K00320	Metabolism	Energy metabolism	Methane_metabolism	mer; 510-methylenetetrahydromethanopterin reductase
K00322	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	sthA udhA; NAD(P) transhydrogenase
K00323	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	NNT; NAD(P) transhydrogenase
K00324	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	pntA; NAD(P) transhydrogenase subunit alpha
K00325	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	pntB; NAD(P) transhydrogenase subunit beta
K00326	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	E1.6.2.2; cytochrome-b5 reductase
K00328	Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	IPMK; inositol-polyphosphate multikinase
K00329	Metabolism	Energy metabolism	Oxidative_phosphorylation	E1.6.5.3; NADH dehydrogenase
K00330	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoA; NADH-quinone oxidoreductase subunit A
K00331	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoB; NADH-quinone oxidoreductase subunit B
K00332	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoC; NADH-quinone oxidoreductase subunit C
K00333	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoD; NADH-quinone oxidoreductase subunit D
K00334	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoE; NADH-quinone oxidoreductase subunit E
K00335	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoF; NADH-quinone oxidoreductase subunit F
K00336	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoG; NADH-quinone oxidoreductase subunit G
K00337	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoH; NADH-quinone oxidoreductase subunit H
K00338	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoI; NADH-quinone oxidoreductase subunit I
K00339	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoJ; NADH-quinone oxidoreductase subunit J
K00340	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoK; NADH-quinone oxidoreductase subunit K
K00341	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoL; NADH-quinone oxidoreductase subunit L
K00342	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoM; NADH-quinone oxidoreductase subunit M
K00343	Metabolism	Energy metabolism	Oxidative_phosphorylation	nuoN; NADH-quinone oxidoreductase subunit N
K00355	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	NQO1; NAD(P)H dehydrogenase (quinone)
K00356	Metabolism	Energy metabolism	Oxidative_phosphorylation	E1.6.99.3; NADH dehydrogenase
K00357	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	QDPR; dihydropteridine reductase
K00360	Metabolism	Energy metabolism	Nitrogen_metabolism	nasB; assimilatory nitrate reductase electron transfer subunit
K00362	Metabolism	Energy metabolism	Nitrogen_metabolism	nirB; nitrite reductase (NADH) large subunit
K00363	Metabolism	Energy metabolism	Nitrogen_metabolism	nirD; nitrite reductase (NADH) small subunit
K00364	Metabolism	Nucleotide metabolism	Purine_metabolism	E1.7.1.7 guaC; GMP reductase
K00365	Metabolism	Nucleotide metabolism	Purine_metabolism	uaZ; urate oxidase
K00366	Metabolism	Energy metabolism	Nitrogen_metabolism	nirA; ferredoxin-nitrite reductase
K00367	Metabolism	Energy metabolism	Nitrogen_metabolism	narB; ferredoxin-nitrate reductase
K00368	Metabolism	Energy metabolism	Nitrogen_metabolism	nirK; nitrite reductase (NO-forming)
K00370	Metabolism	Energy metabolism	Nitrogen_metabolism	narG; nitrate reductase alpha subunit
K00371	Metabolism	Energy metabolism	Nitrogen_metabolism	narH; nitrate reductase beta subunit
K00372	Metabolism	Energy metabolism	Nitrogen_metabolism	nasA; assimilatory nitrate reductase catalytic subunit
K00373	Metabolism	Energy metabolism	Nitrogen_metabolism	narJ; nitrate reductase delta subunit
K00374	Metabolism	Energy metabolism	Nitrogen_metabolism	narI; nitrate reductase gamma subunit
K00376	Metabolism	Energy metabolism	Nitrogen_metabolism	nosZ; nitrous-oxide reductase
K00380	Metabolism	Energy metabolism	Sulfur_metabolism	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component
K00381	Metabolism	Energy metabolism	Sulfur_metabolism	cysI; sulfite reductase (NADPH) hemoprotein beta-component
K00382	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	DLD lpd pdhD; dihydrolipoamide dehydrogenase
K00383	Metabolism	Metabolism of other amino acids	Glutathione_metabolism	GSR gor; glutathione reductase (NADPH)
K00384	Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	trxB; thioredoxin reductase (NADPH)
K00385	Metabolism	Energy metabolism	Sulfur_metabolism	asrC; anaerobic sulfite reductase subunit C
K00387	Metabolism	Energy metabolism	Sulfur_metabolism	SUOX; sulfite oxidase
K00390	Metabolism	Energy metabolism	Sulfur_metabolism	cysH; phosphoadenosine phosphosulfate reductase
K00392	Metabolism	Energy metabolism	Sulfur_metabolism	sir; sulfite reductase (ferredoxin)
K00394	Metabolism	Energy metabolism	Sulfur_metabolism	aprA; adenylylsulfate reductase subunit A
K00395	Metabolism	Energy metabolism	Sulfur_metabolism	aprB; adenylylsulfate reductase subunit B
K00399	Metabolism	Energy metabolism	Methane_metabolism	mcrA; methyl-coenzyme M reductase alpha subunit
K00400	Metabolism	Energy metabolism	Methane_metabolism	K00400; methyl coenzyme M reductase system component A2
K00401	Metabolism	Energy metabolism	Methane_metabolism	mcrB; methyl-coenzyme M reductase beta subunit
K00402	Metabolism	Energy metabolism	Methane_metabolism	mcrG; methyl-coenzyme M reductase gamma subunit
K00404	Metabolism	Energy metabolism	Oxidative_phosphorylation	ccoN; cytochrome c oxidase cbb3-type subunit I
K00405	Metabolism	Energy metabolism	Oxidative_phosphorylation	ccoO; cytochrome c oxidase cbb3-type subunit II
K00406	Metabolism	Energy metabolism	Oxidative_phosphorylation	ccoP; cytochrome c oxidase cbb3-type subunit III
K00407	Metabolism	Energy metabolism	Oxidative_phosphorylation	ccoQ; cytochrome c oxidase cbb3-type subunit IV
K00408	Environmental Information Processing	Signal transduction	Wnt_signaling_pathway	WNT4; wingless-type MMTV integration site family member 4
K00410	Metabolism	Energy metabolism	Oxidative_phosphorylation	fbcH; ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
K00411	Metabolism	Energy metabolism	Oxidative_phosphorylation	UQCRFS1 RIP1 petA; ubiquinol-cytochrome c reductase iron-sulfur subunit
K00412	Metabolism	Energy metabolism	Oxidative_phosphorylation	CYTB petB; ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	Metabolism	Energy metabolism	Oxidative_phosphorylation	CYC1 CYT1 petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00414	Metabolism	Energy metabolism	Oxidative_phosphorylation	QCR1 UQCRC1; ubiquinol-cytochrome c reductase core subunit 1
K00415	Metabolism	Energy metabolism	Oxidative_phosphorylation	QCR2 UQCRC2; ubiquinol-cytochrome c reductase core subunit 2
K00416	Metabolism	Energy metabolism	Oxidative_phosphorylation	QCR6 UQCRH; ubiquinol-cytochrome c reductase subunit 6
K00417	Metabolism	Energy metabolism	Oxidative_phosphorylation	QCR7 UQCRB; ubiquinol-cytochrome c reductase subunit 7
K00418	Metabolism	Energy metabolism	Oxidative_phosphorylation	QCR8 UQCRQ; ubiquinol-cytochrome c reductase subunit 8
K00419	Metabolism	Energy metabolism	Oxidative_phosphorylation	QCR9 UCRC; ubiquinol-cytochrome c reductase subunit 9
K00420	Metabolism	Energy metabolism	Oxidative_phosphorylation	QCR10 UQCR; ubiquinol-cytochrome c reductase subunit 10
K00422	Metabolism	Amino acid metabolism	Tyrosine_metabolism	E1.10.3.1; polyphenol oxidase
K00423	Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	E1.10.3.3; L-ascorbate oxidase
K00425	Metabolism	Energy metabolism	Oxidative_phosphorylation	cydA; cytochrome d ubiquinol oxidase subunit I
K00426	Metabolism	Energy metabolism	Oxidative_phosphorylation	cydB; cytochrome d ubiquinol oxidase subunit II
K00430	Metabolism	Amino acid metabolism	Phenylalanine_metabolism	E1.11.1.7; peroxidase
K00431	Metabolism	Amino acid metabolism	Tyrosine_metabolism	TPO; thyroid peroxidase
K00432	Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	E1.11.1.9; glutathione peroxidase
K00434	Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	E1.11.1.11; L-ascorbate peroxidase
K00440	Metabolism	Energy metabolism	Methane_metabolism	frhA; coenzyme F420 hydrogenase subunit alpha
K00441	Metabolism	Energy metabolism	Methane_metabolism	frhB; coenzyme F420 hydrogenase subunit beta
K00442	Metabolism	Energy metabolism	Methane_metabolism	frhD; coenzyme F420 hydrogenase subunit delta
K00443	Metabolism	Energy metabolism	Methane_metabolism	frhG; coenzyme F420 hydrogenase subunit gamma
K00444	Environmental Information Processing	Signal transduction	Wnt_signaling_pathway	WNT5; wingless-type MMTV integration site family member 5
K00445	Environmental Information Processing	Signal transduction	Wnt_signaling_pathway	WNT6; wingless-type MMTV integration site family member 6
K00446	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	dmpB xylE; catechol 23-dioxygenase
K00448	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	pcaG; protocatechuate 34-dioxygenase alpha subunit
K00449	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	pcaH; protocatechuate 34-dioxygenase beta subunit
K00450	Metabolism	Amino acid metabolism	Tyrosine_metabolism	E1.13.11.4; gentisate 12-dioxygenase
K00451	Metabolism	Amino acid metabolism	Tyrosine_metabolism	HGD hmgA; homogentisate 12-dioxygenase
K00452	Metabolism	Amino acid metabolism	Tryptophan_metabolism	HAAO; 3-hydroxyanthranilate 34-dioxygenase
K00453	Metabolism	Amino acid metabolism	Tryptophan_metabolism	E1.13.11.11 TDO2; tryptophan 23-dioxygenase
K00454	Metabolism	Lipid metabolism	Linoleic_acid_metabolism	LOX2S; lipoxygenase
K00455	Metabolism	Amino acid metabolism	Tyrosine_metabolism	hpaD hpcB; 34-dihydroxyphenylacetate 23-dioxygenase
K00456	Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	CDO1; cysteine dioxygenase
K00457	Metabolism	Amino acid metabolism	Tyrosine_metabolism	HPD hppD; 4-hydroxyphenylpyruvate dioxygenase
K00458	Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	ALOX12; arachidonate 12-lipoxygenase
K00459	Metabolism	Energy metabolism	Nitrogen_metabolism	ncd2 npd; nitronate monooxygenase
K00460	Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	ALOX15; arachidonate 15-lipoxygenase
K00461	Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	ALOX5; arachidonate 5-lipoxygenase
K00462	Metabolism	Xenobiotics biodegradation and metabolism	Chlorocyclohexane_and_chlorobenzene_degradation	bphC; biphenyl-23-diol 12-dioxygenase
K00463	Metabolism	Amino acid metabolism	Tryptophan_metabolism	INDO; indoleamine 23-dioxygenase
K00466	Metabolism	Amino acid metabolism	Tryptophan_metabolism	E1.13.12.3; tryptophan 2-monooxygenase
K00467	Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	E1.13.12.4; lactate 2-monooxygenase
K00468	Metabolism	Amino acid metabolism	Tyrosine_metabolism	E1.13.12.-;
K00469	Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	MIOX; inositol oxygenase
K00471	Metabolism	Amino acid metabolism	Lysine_degradation	E1.14.11.1; gamma-butyrobetaine dioxygenase
K00472	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	E1.14.11.2; prolyl 4-hydroxylase
K00473	Metabolism	Amino acid metabolism	Lysine_degradation	PLOD1; procollagen-lysine2-oxoglutarate 5-dioxygenase 1
K00474	Metabolism	Amino acid metabolism	Lysine_degradation	TMLHE; trimethyllysine dioxygenase
K00475	Metabolism	Biosynthesis of other secondary metabolites	Flavonoid_biosynthesis	E1.14.11.9; naringenin 3-dioxygenase
K00477	Cellular Processes	Transport and catabolism	Peroxisome	PHYH; phytanoyl-CoA hydroxylase
K00480	Metabolism	Xenobiotics biodegradation and metabolism	Dioxin_degradation	E1.14.13.1; salicylate hydroxylase
K00481	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	pobA; p-hydroxybenzoate 3-monooxygenase
K00483	Metabolism	Amino acid metabolism	Tyrosine_metabolism	hpaB; 4-hydroxyphenylacetate 3-monooxygenase
K00484	Metabolism	Amino acid metabolism	Tyrosine_metabolism	hpaC; flavin reductase (NADH)
K00485	Metabolism	Xenobiotics biodegradation and metabolism	Drug_metabolism_-_cytochrome_P450	FMO; dimethylaniline monooxygenase (N-oxide forming)
K00486	Metabolism	Amino acid metabolism	Tryptophan_metabolism	KMO; kynurenine 3-monooxygenase
K00487	Metabolism	Amino acid metabolism	Phenylalanine_metabolism	CYP73A; trans-cinnamate 4-monooxygenase
K00488	Metabolism	Lipid metabolism	Primary_bile_acid_biosynthesis	CYP27A; cholestanetriol 26-monooxygenase
K00489	Metabolism	Lipid metabolism	Primary_bile_acid_biosynthesis	CYP7A1; cholesterol 7alpha-monooxygenase
K00491	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	nos; nitric-oxide synthase bacterial
K00492	Metabolism	Amino acid metabolism	Histidine_metabolism	E1.14.13.-;
K00493	Metabolism	Lipid metabolism	Fatty_acid_degradation	E1.14.14.1; unspecific monooxygenase
K00494	Environmental Information Processing	Signal transduction	Two-component_system	luxA; alkanal monooxygenase alpha chain
K00496	Metabolism	Lipid metabolism	Fatty_acid_degradation	alkB1_2; alkane 1-monooxygenase
K00497	Metabolism	Lipid metabolism	Steroid_hormone_biosynthesis	CYP11B1; steroid 11beta-monooxygenase
K00498	Metabolism	Lipid metabolism	Steroid_hormone_biosynthesis	CYP11A; cholesterol monooxygenase (side-chain-cleaving)
K00499	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	E1.14.15.7; choline monooxygenase
K00500	Metabolism	Amino acid metabolism	Phenylalanine_metabolism	phhA PAH; phenylalanine-4-hydroxylase
K00501	Metabolism	Amino acid metabolism	Tyrosine_metabolism	TH; tyrosine 3-monooxygenase
K00502	Metabolism	Amino acid metabolism	Tryptophan_metabolism	TPH1_2; tryptophan 5-monooxygenase
K00503	Metabolism	Amino acid metabolism	Tyrosine_metabolism	DBH; dopamine beta-monooxygenase
