Gene,Name,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,Category,SuperPathway,SubPathway,KOAnnot
K00087,K00087: xanthine dehydrogenase,0.00030478,4.70E-05,0.000146067,6.04E-05,0.000155656,0.000133129,0.000146176,0.000137296,0.000128357,0.000133812,0.00012193,0.000150005,0.000113288,0.000117077,0.000135477,0.000161177,0.000134986,0.000171286,0.000159156,0.000137505,Metabolism,Nucleotide metabolism,Purine_metabolism,ygeS xdhA; xanthine dehydrogenase molybdenum-binding subunit
K00088,K00088: IMP dehydrogenase,0.000590369,0.000687844,0.000733856,0.000827134,0.000842643,0.000747525,0.000671112,0.0006249,0.00070535,0.000783331,0.000720167,0.000676311,0.000661602,0.000731061,0.000732549,0.000663624,0.000724243,0.000733046,0.00075883,0.000802229,Metabolism,Nucleotide metabolism,Purine_metabolism,guaB; IMP dehydrogenase
K00090,K00090: gluconate 2-dehydrogenase,2.57E-05,2.61E-05,0,0,2.69E-05,2.35E-05,1.20E-05,7.39E-06,6.98E-06,8.02E-06,1.22E-05,0,2.27E-05,0,3.58E-05,0,4.35E-05,0,7.87E-06,8.64E-06,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,E1.1.1.215; gluconate 2-dehydrogenase
K00091,K00091: dihydroflavonol-4-reductase,3.81E-05,8.39E-05,9.61E-05,3.14E-05,5.23E-05,8.38E-05,1.17E-05,7.25E-05,5.37E-05,0.000147129,1.18E-05,2.54E-05,6.76E-05,3.58E-05,2.36E-05,5.84E-05,5.11E-05,0.000141004,6.16E-05,4.26E-05,None,None,None,None
K00094,K00094: galactitol-1-phosphate 5-dehydrogenase,6.10E-05,3.25E-05,4.17E-05,0,5.89E-05,5.90E-05,6.87E-05,4.90E-05,2.61E-05,4.49E-05,4.61E-05,3.70E-05,3.60E-05,3.48E-05,3.42E-05,2.50E-05,6.62E-05,3.77E-05,5.21E-05,4.94E-05,Metabolism,Carbohydrate metabolism,Galactose_metabolism,E1.1.1.251 gatD; galactitol-1-phosphate 5-dehydrogenase
K00096,K00096: glycerol-1-phosphate dehydrogenase [NAD(P)],4.11E-05,0.000153947,0.00012105,0.000105992,0.000133288,0.000158946,0.000113961,0.000117293,0.000131568,0.000186788,0.000176564,0.000199058,0.000159365,0.00013967,0.000107937,0.000118076,0.000128627,0.000149096,0.000135964,8.65E-05,Metabolism,Lipid metabolism,Glycerophospholipid_metabolism,araM egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+]
K00097,K00097: 4-hydroxythreonine-4-phosphate dehydrogenase,0.000316708,0.000300396,0.000214825,0.000389999,0.000285323,0.000270062,0.000167618,0.000274104,0.000237087,0.000229136,0.000270779,0.000300858,0.000267632,0.000298427,0.000311509,0.000305709,0.000285426,0.000222583,0.000255025,0.000278572,Metabolism,Metabolism of cofactors and vitamins,Vitamin_B6_metabolism,pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase
K00098,K00098: L-idonate 5-dehydrogenase,0,8.01E-06,0,3.02E-05,8.19E-06,1.49E-05,0,0,6.65E-06,0,1.14E-05,0,2.17E-05,2.34E-05,0,0,1.68E-05,0,2.25E-05,0,None,None,None,None
K00099,K00099: 1-deoxy-D-xylulose-5-phosphate reductoisomerase,0.000521275,0.000676638,0.000612428,0.000718851,0.000638688,0.000605236,0.000684854,0.000592159,0.000576302,0.000558987,0.000641635,0.000628205,0.000605801,0.00059111,0.000719192,0.000613076,0.000629112,0.000614568,0.000608572,0.000690472,Metabolism,Metabolism of terpenoids and polyketides,Terpenoid_backbone_biosynthesis,dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase
K00100,K00100,0.00194357,0.00171675,0.00159135,0.00123952,0.00197194,0.00226167,0.00196006,0.00178052,0.00180691,0.00162368,0.00178433,0.0018748,0.00181829,0.00188163,0.00195165,0.00176967,0.00202671,0.00158738,0.00191735,0.00179028,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,E1.1.1.-;
K00101,K00101: L-lactate dehydrogenase (cytochrome),3.14E-05,2.91E-05,3.01E-05,1.40E-05,1.49E-05,2.64E-05,4.12E-05,1.22E-05,0,6.70E-06,0,2.14E-05,3.77E-05,2.10E-05,9.38E-06,5.72E-06,1.49E-05,6.74E-06,2.64E-05,2.19E-05,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,E1.1.2.3 lldD; L-lactate dehydrogenase (cytochrome)
K00102,K00102: D-lactate dehydrogenase (cytochrome),2.88E-05,5.57E-05,2.40E-05,3.70E-05,3.09E-05,6.61E-05,6.02E-05,3.84E-05,2.89E-05,2.30E-05,2.45E-05,3.42E-05,6.30E-05,2.94E-05,3.98E-05,2.78E-05,3.47E-05,2.38E-05,4.41E-05,4.01E-05,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,dld LDHD; D-lactate dehydrogenase (cytochrome)
K00103,K00103: L-gulonolactone oxidase,0,0,6.56E-06,2.47E-05,0,5.77E-06,8.93E-06,0,0,0,0,0,1.09E-05,0,0,0,6.44E-06,0,5.87E-06,0,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,GULO; L-gulonolactone oxidase
K00104,K00104: glycolate oxidase,0.000268963,0.000200873,0.000203607,4.86E-05,0.000172903,0.000190818,0.00031342,0.000242007,0.000202949,0.000178034,0.000279311,0.000263877,0.000275895,0.000237908,0.00023675,0.00019778,0.000228445,0.000178635,0.000278128,0.000210748,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,glcD; glycolate oxidase
K00108,K00108: choline dehydrogenase,2.24E-05,0,5.16E-06,2.91E-05,1.04E-05,9.20E-06,7.21E-06,3.46E-05,0,0,7.24E-06,0,1.33E-05,2.84E-05,0,0,1.51E-05,0,9.03E-06,1.55E-05,Metabolism,Amino acid metabolism,Glycine_serine_and_threonine_metabolism,betA CHDH; choline dehydrogenase
K00109,K00109: 2-hydroxyglutarate dehydrogenase,0,0,6.22E-06,0,1.25E-05,0,1.71E-05,1.59E-05,9.79E-06,5.92E-06,9.79E-06,1.85E-05,1.10E-05,8.58E-06,0,4.63E-06,1.88E-05,5.59E-06,1.10E-05,1.83E-05,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,E1.1.99.2; 2-hydroxyglutarate dehydrogenase
K00111,K00111: glycerol-3-phosphate dehydrogenase,0.000500958,0.0003645,0.000519323,0.000363144,0.000343506,0.000510333,0.000467541,0.000455182,0.000402565,0.000481716,0.000414101,0.000465591,0.000458573,0.000441838,0.000385044,0.000375544,0.000373234,0.00041811,0.000363132,0.000370005,Metabolism,Lipid metabolism,Glycerophospholipid_metabolism,glpA glpD; glycerol-3-phosphate dehydrogenase
K00112,K00112: glycerol-3-phosphate dehydrogenase subunit B,4.04E-05,5.44E-05,2.08E-05,3.75E-05,2.06E-05,6.10E-06,1.87E-05,7.46E-05,6.42E-05,4.92E-05,3.78E-05,3.05E-05,7.14E-05,6.56E-05,4.65E-05,4.63E-05,4.03E-05,3.12E-05,3.66E-05,2.69E-05,Metabolism,Lipid metabolism,Glycerophospholipid_metabolism,glpB; glycerol-3-phosphate dehydrogenase subunit B
K00113,K00113: glycerol-3-phosphate dehydrogenase subunit C,2.10E-05,9.15E-05,3.62E-05,6.47E-05,4.37E-05,6.41E-06,3.91E-05,7.25E-05,4.53E-05,3.88E-05,3.95E-05,3.16E-05,6.88E-05,6.02E-05,4.94E-05,5.97E-05,6.49E-05,2.61E-05,3.87E-05,4.27E-05,Metabolism,Lipid metabolism,Glycerophospholipid_metabolism,glpC; glycerol-3-phosphate dehydrogenase subunit C
K00114,K00114: alcohol dehydrogenase (acceptor),6.14E-06,0,8.25E-06,7.48E-06,4.13E-06,7.32E-06,5.61E-06,3.36E-06,0,0,0,0,7.06E-06,5.69E-06,0,0,0,0,3.66E-06,3.84E-06,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,exaA; alcohol dehydrogenase (cytochrome c)
K00116,K00116: malate dehydrogenase (acceptor),2.63E-05,5.56E-06,0,0,1.06E-05,0,0,1.50E-05,0,0,7.09E-06,0,1.54E-05,0,0,0,5.29E-06,0,2.04E-05,0,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,mqo; malate dehydrogenase (quinone)
K00117,K00117: quinoprotein glucose dehydrogenase,1.41E-05,0,0,0,0,6.46E-06,0,1.52E-05,0,5.41E-06,0,8.93E-06,9.43E-06,5.01E-06,8.23E-06,0,3.32E-05,0,2.48E-05,2.72E-05,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,gcd; quinoprotein glucose dehydrogenase
K00118,K00118: glucose-fructose oxidoreductase,5.84E-05,1.60E-05,1.68E-05,0,2.43E-05,3.54E-05,0,4.01E-05,2.59E-05,2.10E-05,0,1.17E-05,4.93E-05,2.25E-05,5.43E-05,1.84E-05,6.64E-06,2.94E-05,2.12E-05,2.38E-05,None,None,None,None
K00119,K00119,0,0,1.61E-05,1.92E-05,4.75E-06,3.01E-05,3.47E-05,2.76E-05,0,9.55E-06,0,2.27E-05,3.78E-05,1.93E-05,0,4.06E-06,1.04E-05,0,1.11E-05,1.03E-05,None,None,None,None
K00120,K00120,4.79E-05,2.01E-05,2.50E-05,7.71E-06,2.10E-05,1.66E-05,3.01E-05,2.44E-05,2.11E-05,3.35E-05,8.73E-06,4.04E-05,7.28E-06,4.19E-05,2.60E-05,1.65E-05,1.86E-05,1.31E-05,1.49E-05,2.06E-05,None,None,None,None
K00121,K00121: S-(hydroxymethyl)glutathione dehydrogenase,3.41E-05,1.52E-05,7.89E-06,0,7.86E-06,4.85E-05,0,1.95E-05,0,0,0,0,2.67E-05,0,1.04E-05,0,2.33E-05,0,2.75E-05,2.27E-05,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,frmA ADH5 adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase
K00122,K00122: formate dehydrogenase,3.72E-05,7.12E-06,4.28E-05,1.56E-05,2.15E-05,1.68E-05,4.98E-05,2.71E-05,2.80E-05,3.27E-05,2.04E-05,1.54E-05,4.71E-05,1.99E-05,5.62E-06,1.58E-05,2.71E-05,9.65E-06,4.09E-05,1.25E-05,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,FDH; formate dehydrogenase
K00123,K00123: formate dehydrogenase alpha subunit,0.000394112,0.000124401,0.000192139,0.000243058,0.000222999,0.0002329,0.000177917,0.00019096,8.60E-05,0.000165425,0.000198235,0.000121354,0.000192098,0.000137409,0.000136477,9.19E-05,0.000211912,0.00019784,0.000221837,0.000257945,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,fdoG fdfH; formate dehydrogenase major subunit
K00124,K00124: formate dehydrogenase beta subunit,0.000122396,3.80E-05,5.16E-05,3.73E-05,6.48E-05,9.21E-05,8.56E-05,5.12E-05,0,1.25E-05,5.97E-05,1.45E-05,6.28E-05,7.43E-06,5.49E-05,3.76E-05,6.79E-05,3.72E-05,4.03E-05,9.17E-05,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,fdoH; formate dehydrogenase iron-sulfur subunit
K00125,K00125: formate dehydrogenase beta subunit,0,0,2.24E-05,0,0,6.38E-06,0,1.19E-05,0,1.31E-05,0,0,1.23E-05,0,0,0,0,3.27E-05,0,0,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E1.2.1.2B2; formate dehydrogenase beta subunit
K00126,K00126: formate dehydrogenase delta subunit,0,0,2.85E-05,0,0,2.51E-05,0,0,0,0,0,4.20E-05,0,0,0,0,0,0,0,0,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,fdsD; formate dehydrogenase subunit delta
K00127,K00127: formate dehydrogenase gamma subunit,6.93E-05,1.19E-05,8.57E-05,0,5.20E-05,5.99E-05,5.19E-05,6.28E-05,2.24E-05,3.77E-05,7.38E-05,2.44E-05,5.11E-05,4.18E-05,2.24E-05,2.15E-05,7.09E-05,2.68E-05,4.92E-05,5.42E-05,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,fdoI; formate dehydrogenase subunit gamma
K00128,K00128: aldehyde dehydrogenase (NAD+),0.00041403,0.000236047,0.000338369,0.000271937,0.000331094,0.000403067,0.000379447,0.000317107,0.00024728,0.000311984,0.000297768,0.000229475,0.000300299,0.0002762,0.000277335,0.000245775,0.000284944,0.000294987,0.000353275,0.000382648,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E1.2.1.3; aldehyde dehydrogenase (NAD+)
K00129,K00129: aldehyde dehydrogenase (NAD(P)+),0,5.87E-06,1.86E-05,0,0,5.50E-06,8.52E-06,5.05E-06,1.45E-05,5.41E-06,0,9.32E-06,5.21E-06,0,0,9.28E-06,5.99E-06,1.09E-05,5.38E-06,5.75E-06,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E1.2.1.5; aldehyde dehydrogenase (NAD(P)+)
K00130,K00130: betaine-aldehyde dehydrogenase,9.52E-05,1.14E-05,1.20E-05,3.33E-05,1.77E-05,5.74E-05,4.85E-05,5.43E-05,1.85E-05,2.12E-05,3.26E-05,1.74E-05,5.14E-05,0,1.61E-05,1.75E-05,1.17E-05,2.12E-05,4.74E-05,5.85E-06,Metabolism,Amino acid metabolism,Glycine_serine_and_threonine_metabolism,betB gbsA; betaine-aldehyde dehydrogenase
K00131,K00131: glyceraldehyde-3-phosphate dehydrogenase (NADP),1.78E-05,0,0,0,0,5.27E-06,0,1.00E-05,4.70E-06,0,0,0,2.08E-05,0,0,4.51E-06,0,1.10E-05,0,5.93E-06,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+)
K00132,K00132: acetaldehyde dehydrogenase (acetylating),3.34E-05,5.54E-06,5.47E-06,0,1.12E-05,1.01E-05,7.80E-06,0,8.70E-06,5.11E-06,3.85E-05,8.66E-06,4.82E-06,2.38E-05,0,0,1.13E-05,0,4.51E-05,1.66E-05,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,E1.2.1.10; acetaldehyde dehydrogenase (acetylating)
K00133,K00133: aspartate-semialdehyde dehydrogenase,0.00070474,0.00080241,0.000841477,0.000816532,0.000646208,0.000828659,0.000670358,0.000663469,0.000834613,0.000771593,0.000800383,0.000701166,0.000721216,0.000769725,0.000707104,0.000748054,0.000593145,0.00083499,0.000683459,0.000737824,Metabolism,Amino acid metabolism,Glycine_serine_and_threonine_metabolism,asd; aspartate-semialdehyde dehydrogenase
K00134,K00134: glyceraldehyde 3-phosphate dehydrogenase,0.000805964,0.000874279,0.000779763,0.000751707,0.000768102,0.000737904,0.000661311,0.000810998,0.00100816,0.000961443,0.000687408,0.000793235,0.000786241,0.000707277,0.000709754,0.000914994,0.000688069,0.000834099,0.000704921,0.000783457,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,GAPDH gapA; glyceraldehyde 3-phosphate dehydrogenase
K00135,K00135: succinate-semialdehyde dehydrogenase (NADP+),3.57E-05,2.91E-05,3.56E-05,3.29E-05,5.37E-05,6.89E-05,3.27E-05,6.61E-05,1.46E-05,1.10E-05,3.37E-05,1.78E-05,9.40E-05,4.98E-05,1.61E-05,1.83E-05,3.58E-05,1.62E-05,5.31E-05,2.93E-05,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase
K00136,K00136: malonate-semialdehyde dehydrogenase (acetylating),0,0,0,0,0,8.16E-06,0,0,0,0,0,0,7.97E-06,0,0,0,0,0,0,0,,,,
K00137,K00137: aminobutyraldehyde dehydrogenase,2.63E-05,0,0,0,0,0,0,1.51E-05,0,0,0,0,1.04E-05,0,0,0,5.92E-06,0,1.61E-05,0,Metabolism,Amino acid metabolism,Arginine_and_proline_metabolism,prr; aminobutyraldehyde dehydrogenase
K00138,K00138: lactaldehyde dehydrogenase,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41E-06,0,0,0,0,0,0,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,aldB; aldehyde dehydrogenase
K00140,K00140: methylmalonate-semialdehyde dehydrogenase,0.000108683,5.63E-06,5.27E-05,3.16E-05,5.95E-06,3.57E-05,3.93E-05,3.87E-05,1.36E-05,2.08E-05,2.41E-05,3.40E-05,1.50E-05,2.43E-05,1.59E-05,2.59E-05,1.16E-05,2.09E-05,1.05E-05,2.86E-05,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,mmsA iolA ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase
K00141,K00141: benzaldehyde dehydrogenase (NAD),0,0,0,0,0,1.59E-05,0,0,0,0,0,8.88E-06,5.18E-06,0,0,0,0,0,5.34E-06,0,Metabolism,Xenobiotics biodegradation and metabolism,Aminobenzoate_degradation,xylC; benzaldehyde dehydrogenase (NAD)
K00142,K00142: aminoadipate-semialdehyde dehydrogenase,0,0,2.61E-06,0,0,0,0,0,0,2.33E-06,0,0,0,0,0,0,0,2.34E-06,0,0,None,None,None,None
K00143,K00143: aminoadipate-semialdehyde dehydrogenase large subunit,0,0,2.07E-06,0,0,0,0,1.73E-06,1.61E-06,1.85E-06,2.90E-06,0,1.78E-06,0,0,1.54E-06,0,1.86E-06,1.82E-06,0,Metabolism,Amino acid metabolism,Lysine_biosynthesis,LYS2; L-aminoadipate-semialdehyde dehydrogenase
K00145,K00145: N-acetyl-gamma-glutamyl-phosphate reductase,0.000575562,0.000593378,0.000704942,0.00052731,0.000665795,0.000707362,0.000613649,0.000627982,0.000633219,0.000694192,0.000664046,0.000741455,0.000661023,0.000656625,0.000625734,0.000688271,0.000552536,0.000654715,0.000558384,0.000715784,Metabolism,Amino acid metabolism,Arginine_and_proline_metabolism,argC; N-acetyl-gamma-glutamyl-phosphate reductase
K00146,K00146: phenylacetaldehyde dehydrogenase,1.70E-05,1.13E-05,5.79E-06,1.07E-05,1.17E-05,1.03E-05,2.41E-05,2.92E-05,4.55E-06,5.23E-06,0,0,1.00E-05,1.62E-05,0,0,5.80E-06,0,5.19E-06,5.67E-06,Metabolism,Amino acid metabolism,Phenylalanine_metabolism,feaB; phenylacetaldehyde dehydrogenase
K00147,K00147: glutamate-5-semialdehyde dehydrogenase,0.000534968,0.000617276,0.000560773,0.000803868,0.000608244,0.000603729,0.000593566,0.000544988,0.000627727,0.00054257,0.000580429,0.00051831,0.000599573,0.000506491,0.000523603,0.000621245,0.000558834,0.000491747,0.000525496,0.000642001,Metabolism,Amino acid metabolism,Arginine_and_proline_metabolism,proA; glutamate-5-semialdehyde dehydrogenase
K00148,K00148: glutathione-independent formaldehyde dehydrogenase,1.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metabolism,Energy metabolism,Methane_metabolism,fdhA; glutathione-independent formaldehyde dehydrogenase
K00149,K00149: 4-trimethylammoniobutyraldehyde dehydrogenase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-06,0,0,0,0,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,ALDH9A1; aldehyde dehydrogenase family 9 member A1
K00150,K00150: glyceraldehyde-3-phosphate dehydrogenase (NAD(P)),1.27E-05,0,2.58E-05,0,0,5.26E-05,0,2.13E-05,0,3.03E-05,0,0,1.46E-05,0,0,0,0,2.31E-05,0,0,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P))
K00151,K00151: 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase,1.74E-05,5.86E-06,5.71E-06,1.09E-05,5.96E-06,3.15E-05,1.60E-05,4.96E-06,4.44E-06,5.10E-06,1.64E-05,0,1.00E-05,0,8.21E-06,0,3.50E-05,0,2.64E-05,5.83E-06,Metabolism,Amino acid metabolism,Tyrosine_metabolism,hpaE hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase
K00153,K00153: NAD/factor-dependent formaldehyde dehydrogenase,0,4.91E-06,0,0,0,4.46E-06,6.90E-06,0,0,9.05E-06,6.98E-06,7.47E-06,0,0,1.38E-05,0,0,4.55E-06,0,0,None,None,None,None
K00154,K00154: coniferyl-aldehyde dehydrogenase,0,2.33E-05,1.23E-05,0,6.10E-06,1.09E-05,0,2.50E-05,1.41E-05,0,8.38E-06,0,2.07E-05,0,8.04E-06,9.05E-06,1.77E-05,0,1.08E-05,1.78E-05,None,None,None,None
K00155,K00155,1.25E-05,0,8.64E-06,0,6.58E-06,5.07E-06,0,0,0,0,0,1.27E-05,8.99E-06,0,0,0,0,7.76E-06,0,0,None,None,None,None
K00156,K00156: pyruvate dehydrogenase (cytochrome),3.61E-05,9.83E-05,6.52E-05,1.83E-05,6.52E-05,7.78E-05,9.58E-05,7.10E-05,8.58E-05,7.15E-05,8.96E-05,7.40E-05,7.74E-05,0.000138318,9.51E-05,0.000103351,0.000117194,6.31E-05,7.13E-05,8.35E-05,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,poxB; pyruvate dehydrogenase (quinone)
K00158,K00158: pyruvate oxidase,0,4.77E-06,0,0,4.83E-06,0,6.54E-06,0,0,0,0,0,0,0,6.98E-06,0,0,0,1.71E-05,1.44E-05,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,E1.2.3.3 poxL; pyruvate oxidase
K00161,K00161: pyruvate dehydrogenase E1 component subunit alpha,0.000103918,2.52E-05,2.65E-05,4.92E-05,4.51E-05,8.55E-05,2.39E-05,2.18E-05,8.25E-05,3.94E-05,7.28E-05,1.29E-05,3.79E-05,5.03E-05,3.71E-05,5.80E-05,4.42E-05,6.35E-05,8.51E-05,6.97E-05,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PDHA pdhA; pyruvate dehydrogenase E1 component alpha subunit
K00162,K00162: pyruvate dehydrogenase E1 component subunit beta,0.000164331,8.68E-06,2.70E-05,0,1.76E-05,0.000100787,0,2.91E-05,4.70E-05,3.89E-05,3.65E-05,2.63E-05,1.46E-05,3.56E-05,2.44E-05,6.52E-05,4.29E-05,3.68E-05,7.86E-05,6.04E-05,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PDHB pdhB; pyruvate dehydrogenase E1 component beta subunit
K00163,K00163: pyruvate dehydrogenase E1 component,2.37E-05,6.36E-06,1.30E-05,4.15E-05,1.30E-05,1.71E-05,8.88E-06,2.17E-05,0,0,1.78E-05,9.68E-06,1.40E-05,1.35E-05,4.42E-06,2.43E-06,2.27E-05,2.92E-06,2.31E-05,9.64E-06,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,aceE; pyruvate dehydrogenase E1 component
K00164,K00164: 2-oxoglutarate dehydrogenase E1 component,2.70E-05,0,3.11E-05,3.91E-05,1.16E-05,2.64E-05,1.26E-05,1.03E-05,4.91E-06,1.92E-05,2.98E-05,9.02E-06,1.59E-05,2.59E-05,1.72E-05,9.31E-06,3.60E-05,2.21E-05,1.86E-05,6.15E-06,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,OGDH sucA; 2-oxoglutarate dehydrogenase E1 component
K00166,K00166: 2-oxoisovalerate dehydrogenase E1 component alpha subunit,0,0,0,0,0,0,0,0,6.20E-06,0,0,0,0,0,0,0,0,0,0,0,Metabolism,Amino acid metabolism,Valine_leucine_and_isoleucine_degradation,BCKDHA bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit
K00167,K00167: 2-oxoisovalerate dehydrogenase E1 component beta subunit,0,0,0,0,0,7.67E-06,0,0,1.25E-05,0,1.10E-05,0,0,0,0,6.06E-06,0,0,7.42E-06,0,Metabolism,Amino acid metabolism,Valine_leucine_and_isoleucine_degradation,BCKDHB bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit
K00169,K00169: pyruvate ferredoxin oxidoreductase alpha subunit,0.000145362,0.000150836,0.000111507,0.00017421,0.000129623,0.000199949,5.05E-05,0.000104853,0.000124235,0.000140223,0.000108412,8.77E-05,9.86E-05,4.07E-05,0.000100643,0.000143944,6.98E-05,9.43E-05,9.57E-05,0.000116689,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,porA; pyruvate ferredoxin oxidoreductase alpha subunit
K00170,K00170: pyruvate ferredoxin oxidoreductase beta subunit,0.000136137,0.000243289,0.000131478,0.000168698,0.000168279,0.000172834,7.60E-05,0.000180823,0.000152697,0.00010871,8.95E-05,9.57E-05,9.82E-05,8.92E-05,0.000138072,9.06E-05,8.29E-05,0.000134528,9.15E-05,0.000165524,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,porB; pyruvate ferredoxin oxidoreductase beta subunit
K00171,K00171: pyruvate ferredoxin oxidoreductase delta subunit,0.000176193,0.000225891,0.000124907,0.000105908,8.83E-05,0.00021995,0.000119691,0.000101754,9.09E-05,5.17E-05,8.09E-05,4.33E-05,0.000124629,0,0.000119242,0.000130296,5.73E-05,0.000110731,7.74E-05,0.000114959,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,porD; pyruvate ferredoxin oxidoreductase delta subunit
K00172,K00172: pyruvate ferredoxin oxidoreductase gamma subunit,0.000194071,0.000220784,0.000140397,0.000139796,0.000139269,0.000307254,0.000124824,0.000166719,0.000125014,9.27E-05,0.00012793,0.000171042,0.000172637,4.21E-05,0.000114379,0.00014927,0.000115041,0.000146609,0.000137805,0.000120533,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,porG; pyruvate ferredoxin oxidoreductase gamma subunit
K00174,K00174: 2-oxoglutarate ferredoxin oxidoreductase subunit alpha,0.00043065,0.000434309,0.000398977,0.00059475,0.000340319,0.0004052,0.000238813,0.000406218,0.000494383,0.000541097,0.000352993,0.000426252,0.000498082,0.000504653,0.000435556,0.00043595,0.000270562,0.000423888,0.000291515,0.000406567,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,korA oorA; 2-oxoglutarate ferredoxin oxidoreductase subunit alpha
